Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield,Normalized Weigth,Normalized Selectivity,Normalized Conversion,Normalized Yield,Overall Efficiency
3124.0,1073.15,15.0,300.0,0.1,0.2,0.0007,1.333333466447709,0.1163804580577175,8.000000342294088,1.0,0.997833071961708,0.1806458249426053,0.9990713166080066,3.1775502135123204
3070.0,1073.15,15.0,225.0,0.1,0.05,0.0007,1.3333335176874332,0.1424677271053028,8.000000474053376,1.0,0.9978331103082227,0.2211385014301269,0.9990713330626216,3.2180429448009717
3071.0,1073.15,15.0,225.0,0.1,0.0875,0.0007,1.3333335176857617,0.1424724178288109,8.000000474049056,1.0,0.9978331103069716,0.2211457823742978,0.999071333062082,3.2180502257433514
3072.0,1073.15,15.0,225.0,0.1,0.125,0.0007,1.3333335176855097,0.1424731255742158,8.000000474048424,1.0,0.9978331103067832,0.2211468809371892,0.999071333062003,3.2180513243059754
3073.0,1073.15,15.0,225.0,0.1,0.1625,0.0007,1.3333335176854375,0.1424733271087578,8.000000474048235,1.0,0.9978331103067292,0.2211471937592403,0.9990713330619796,3.218051637127949
3074.0,1073.15,15.0,225.0,0.1,0.2,0.0007,1.3333335176854098,0.1424734052524232,8.000000474048157,1.0,0.9978331103067084,0.2211473150538901,0.9990713330619698,3.2180517584225683
3123.0,1073.15,15.0,300.0,0.1,0.1625,0.0007,1.3333334664477483,0.1163803377388802,8.00000034229419,1.0,0.9978330719617376,0.1806456381836254,0.9990713166080192,3.1775500267533823
3096.0,1073.15,15.0,262.5,0.1,0.0875,0.0007,1.333333488071928,0.1280522443733014,8.00000039789923,1.0,0.9978330881447272,0.1987627794787938,0.999071323552194,3.195667191175715
3097.0,1073.15,15.0,262.5,0.1,0.125,0.0007,1.333333488071622,0.1280531387210663,8.00000039789843,1.0,0.997833088144498,0.1987641676859935,0.9990713235520944,3.195668579382586
3098.0,1073.15,15.0,262.5,0.1,0.1625,0.0007,1.3333334880715348,0.1280533933516817,8.000000397898207,1.0,0.9978330881444328,0.1987645629238053,0.9990713235520664,3.1956689746203044
3099.0,1073.15,15.0,262.5,0.1,0.2,0.0007,1.3333334880715009,0.1280534920676358,8.00000039789812,1.0,0.9978330881444074,0.1987647161507752,0.9990713235520554,3.1956691278472382
3095.0,1073.15,15.0,262.5,0.1,0.05,0.0007,1.3333334880739551,0.1280463159610028,8.000000397904438,1.0,0.997833088146244,0.1987535773932534,0.9990713235528446,3.195657989092342
3122.0,1073.15,15.0,300.0,0.1,0.125,0.0007,1.3333334664478516,0.1163800273490365,8.00000034229445,1.0,0.9978330719618148,0.1806451563963021,0.9990713166080518,3.177549544966169
3121.0,1073.15,15.0,300.0,0.1,0.0875,0.0007,1.3333334664482122,0.1163789370281103,8.000000342295381,1.0,0.9978330719620846,0.1806434639994303,0.999071316608168,3.177547852569683
3120.0,1073.15,15.0,300.0,0.1,0.05,0.0007,1.3333334664506038,0.1163717087061396,8.000000342301533,1.0,0.9978330719638744,0.1806322441932262,0.9990713166089364,3.177536632766037
3047.0,1073.15,15.0,187.5,0.1,0.125,0.0008,1.3333335997169176,0.1747196930462415,8.000000684986283,0.875,0.997833171697016,0.2712000245642965,0.9990713594047476,3.14310455566606
3068.0,1073.15,15.0,225.0,0.0775,0.1625,0.0008,1.333333545756854,0.1798139865156399,8.00000054623186,0.875,0.997833131314668,0.2791073902993824,0.9990713420765528,3.151011863690603
3069.0,1073.15,15.0,225.0,0.0775,0.2,0.0008,1.3333335457568205,0.1798140915091819,8.000000546231774,0.875,0.9978331313146428,0.2791075532704286,0.999071342076542,3.151012026661613
3119.0,1073.15,15.0,300.0,0.0775,0.2,0.0008,1.3333334867247704,0.1471904788967209,8.000000394435094,0.875,0.9978330871365484,0.228469159923813,0.9990713231195792,3.1003735701799404
3118.0,1073.15,15.0,300.0,0.0775,0.1625,0.0008,1.3333334867248188,0.1471903166206456,8.000000394435217,0.875,0.9978330871365846,0.2284689080387803,0.9990713231195946,3.1003733182949595
3065.0,1073.15,15.0,225.0,0.0775,0.05,0.0008,1.333333545759267,0.1798064639851767,8.000000546238068,0.875,0.9978331313164738,0.2790957138225592,0.999071342077328,3.151000187216361
3117.0,1073.15,15.0,300.0,0.0775,0.125,0.0008,1.3333334867249431,0.1471898980161388,8.000000394435553,0.875,0.9978330871366776,0.2284682582805845,0.9990713231196364,3.100372668536899
3049.0,1073.15,15.0,187.5,0.1,0.2,0.0008,1.333333599716818,0.1747199480889868,8.000000684986023,0.875,0.9978331716969412,0.2712004204418165,0.9990713594047153,3.143104951543473
3048.0,1073.15,15.0,187.5,0.1,0.1625,0.0008,1.3333335997168458,0.1747198768174064,8.000000684986095,0.875,0.9978331716969622,0.2712003098140217,0.999071359404724,3.143104840915708
3090.0,1073.15,15.0,262.5,0.0775,0.05,0.0008,1.333333511644034,0.1617915321378184,8.000000458513194,0.875,0.9978331057854956,0.2511329245436504,0.9990713311219028,3.1230373614510487
3091.0,1073.15,15.0,262.5,0.0775,0.0875,0.0008,1.3333335116415803,0.1617995126401701,8.000000458506898,0.875,0.9978331057836594,0.2511453118847456,0.9990713311211166,3.123049748789521
