Run,Normalized Weigth,Normalized Selectivity,Normalized Conversion,Normalized Yield,Overall Efficiency
58,0.003734827264239054,0.994513529016292,0.3893026037485122,0.9976490593568457,2.3852000193858887
59,0.0037383177570093707,0.9945131777358408,0.3893069325959892,0.9976489083593456,2.385207336448185
60,0.004474272930648766,0.9944706500343448,0.276302337771874,0.9976306274254012,2.2728778881622684
61,0.0049443757725587106,0.9944402733405592,0.2763521337048946,0.9976175691697462,2.2733543519877584
62,0.004993757802746563,0.9944374949849655,0.2761623076717613,0.997616374794573,2.2732099352540462
63,0.004999999999999997,0.9944371165529037,0.27632316586525957,0.9976162121117677,2.273376494529931
64,0.005006257822277844,0.9944367809969931,0.27623480374858783,0.9976160678607925,2.2732939104286514
65,0.005398110661268552,0.9944268069229919,0.2141355993446333,0.9976117801146447,2.2115722970435385
66,0.005899705014749258,0.9944042538766041,0.2140695418176144,0.9976020846236336,2.2119755853326013
67,0.005943536404160472,0.9944024742224398,0.21414761299216592,0.9976013195446148,2.212094943163381
68,0.005952380952380949,0.994402110190381,0.21420936473791835,0.9976011630458849,2.2121650189265654
69,0.005961251862891203,0.9944017793443556,0.21409430466964183,0.9976010208138907,2.212058356690779
70,0.0016227180527384423,0.9948590896056345,0.564364005494236,0.9977975686573585,2.558643381809967
71,0.002292263610315293,0.9946320383559217,0.5644558787332536,0.9976999969807047,2.5590801776801952
72,0.0023446658851114777,0.9946203872914325,0.5644448239810758,0.9976949894336159,2.5591048665912357
73,0.0023571007660578547,0.9946177066793768,0.5644594723505202,0.9976938373155702,2.559128117111525
74,0.0023612750885479215,0.9946168087184373,0.5645001095970801,0.9976934513741763,2.5591716447782416
75,0.0033613445378151835,0.9945056702913496,0.3335448898418039,0.9976456812784119,2.3290575859493807
76,0.00398803589232303,0.994448921286177,0.33365580243854015,0.997621286772971,2.329714046390011
77,0.004044489383215366,0.9944447998100845,0.33362033821629883,0.9976195150258232,2.329729142435422
78,0.004056795131845839,0.9944439080101842,0.3336841366673038,0.9976191316562752,2.3298039714656094
79,0.004060913705583753,0.9944436085290471,0.33372131403614463,0.9976190029143486,2.329844839185124
80,0.004656577415599531,0.9944220357938193,0.23685142600248907,0.9976097290406385,2.2335397682525464
81,0.00531208499335989,0.9943900695030118,0.23677020308380822,0.997595986672676,2.234068344252856
82,0.00536912751677852,0.9943876958398117,0.23685093491542253,0.9975949662103102,2.234202724482323
83,0.005383580080753697,0.9943871071195496,0.2368503659318066,0.997594713112954,2.2342157662450637
84,0.005390835579514821,0.9943868234112322,0.23678596345285402,0.9975945911435408,2.2341582135871416
85,0.005617977528089884,0.9943864452766648,0.18358274921363263,0.9975944285791648,2.181181600597552
86,0.006309148264984223,0.994362865507898,0.1835333112533491,0.9975842912268231,2.181789616253054
87,0.006369426751592353,0.9943610740581653,0.18360242945952363,0.9975835210402291,2.18191645130951
88,0.0063897763578274714,0.9943605001596793,0.1835026331047751,0.9975832743073456,2.1818361839296276
89,0.0063897763578274714,0.9943604802899098,0.18361365151946724,0.9975832657648597,2.1819471739320644
90,0.0014853323431118736,0.9948445081982547,0.49381153217478896,0.9977913032935296,2.487932676009685
91,0.002466091245376182,0.994546115004585,0.4940459760509973,0.9976630661412581,2.4887212484422165
92,0.002534854245880963,0.9945348315729535,0.4939815499469585,0.9976582161223455,2.4887094518881385
93,0.002551020408163366,0.9945322758269449,0.4939957100558762,0.9976571175633655,2.48873612385435
94,0.0025575447570333485,0.9945312688351519,0.4939030202633427,0.9976566847182673,2.488648518573795
95,0.0033670033670034237,0.9944678518959823,0.2919294785211347,0.9976294245878856,2.287393758372006
96,0.004219409282700419,0.9944045182305573,0.2919304299941681,0.9976021982700995,2.288156555777525
97,0.004291845493562228,0.9944004555917715,0.29194242272840776,0.9976004517269644,2.2882351755407058
98,0.004310344827586203,0.9943994508211655,0.2918942772093748,0.9976000197711739,2.2882040926293
99,0.004314994606256739,0.9943991871572474,0.2919688818839776,0.9975999064206901,2.2882829700681717
100,0.004716981132075468,0.9943924378726308,0.2071205514512867,0.9975970048565153,2.2038269753125084
101,0.0055865921787709456,0.994357842907868,0.2072575611173229,0.9975821318882875,2.2047841280922493
102,0.005665722379603395,0.9943553069613416,0.2072202226641384,0.9975810416181665,2.20482229362325
103,0.005681818181818178,0.9943547888806283,0.20729002217765788,0.9975808188812426,2.204907448121347
104,0.005689900426742528,0.9943545414315654,0.20725277882574175,0.9975807124961318,2.2048779331801813
105,0.005706134094151208,0.994361370611046,0.1605523852450869,0.9975836485354334,2.1582035384857177
106,0.006622516556291386,0.9943359150873997,0.1606015491449621,0.9975727044362647,2.1591326852249177
107,0.0067001675041876005,0.9943341102184384,0.160693608267907,0.9975719284563748,2.1592998144469076
108,0.006722689075630247,0.9943336080636074,0.16064971541596595,0.997571712561164,2.1592777251163677
109,0.006734006734006729,0.994333366070794,0.16057628924658116,0.9975716085193134,2.1592152705706953
110,0.006908462867012085,0.9945089062379799,0.9882017902136428,0.9976470722560317,2.9872662315746665
111,0.006993006993006989,0.9945046078725805,0.9877820294951465,0.997645224594608,2.986924868955342
112,0.006993006993006989,0.9945045899956573,0.9881999562696494,0.9976452169101572,2.987342770168471
113,0.006993006993006989,0.9945045856288334,0.9883022257522006,0.9976452150330642,2.987445033407105
114,0.006993006993006989,0.9945045840665527,0.9883388411898856,0.9976452143615108,2.987481646610956
115,0.014336917562724004,0.9943484391334914,0.5837958568476326,0.9975780889423038,2.590059302486152
116,0.014388489208633084,0.9943478163652304,0.5844166269108504,0.9975778211952435,2.5907307536799573
117,0.014388489208633084,0.9943478093586063,0.5845854553256064,0.9975778181828813,2.590899572075727
118,0.014388489208633084,0.9943478076455965,0.5846267593935268,0.9975778174464061,2.590940873694162
119,0.014388489208633084,0.9943478070326883,0.5846415415212238,0.9975778171828951,2.5909556549454402
120,0.019900497512437797,0.9943100562268137,0.41528947484105105,0.9975615866024666,2.4270616151827693
121,0.019999999999999987,0.9943094667227689,0.4151570405197159,0.9975613331455279,2.4270278403880123
122,0.019999999999999987,0.9943094624656531,0.41525622083791436,0.9975613313151841,2.427127014618751
123,0.019999999999999987,0.9943094614250111,0.4152804774111118,0.9975613308677637,2.4271512697038866
124,0.019999999999999987,0.9943094610527755,0.4152891554732466,0.9975613307077144,2.4271599472337364
125,0.02409638554216866,0.9942934894776777,0.32202201658539314,0.997554463672448,2.3379663552776875
126,0.024242424242424225,0.994292909843307,0.32163355350430045,0.9975542144542282,2.3377231020442597
127,0.024242424242424225,0.9942929066307514,0.3217032998736654,0.9975542130729605,2.337792843819802
128,0.024242424242424225,0.9942929058456306,0.3217203526969835,0.9975542127353966,2.3378098955204347
129,0.024242424242424225,0.9942929055648689,0.3217264517123675,0.9975542126146797,2.33781599413434
130,0.009216589861751145,0.9943777307832801,0.7910214134855068,0.9975906820990251,2.792206416229563
131,0.009345794392523357,0.9943749571984697,0.790538294210204,0.9975894896890328,2.79184853549023
132,0.009345794392523357,0.9943749391007408,0.7910181043728685,0.997589481908508,2.792328319774641
133,0.009367681498829033,0.9943745039754827,0.7902412354092619,0.997589294840614,2.791572715724188
134,0.009367681498829033,0.9943745024015027,0.7902830741230301,0.9975892941639312,2.791614552187293
135,0.017241379310344813,0.9942984739158647,0.46793529782988874,0.9975566067628278,2.477031757818926
136,0.017391304347826073,0.9942975769619253,0.46755912204795996,0.997556221112783,2.476804224470494
137,0.017391304347826073,0.994297569793826,0.46775444648042386,0.9975562180308123,2.4769995386528882
138,0.017391304347826073,0.9942975680432043,0.4678021857923525,0.997556217278123,2.477047275461506
139,0.017391304347826073,0.9942975674174462,0.4678192540722075,0.9975562170090725,2.4770643428465524
140,0.023529411764705865,0.9942756273718512,0.3315171231790465,0.9975467836474602,2.3468689459630636
141,0.02366863905325442,0.9942751739029652,0.3314770525423398,0.9975465886710615,2.346967454169621
142,0.02366863905325442,0.9942751694640529,0.3315920375747027,0.9975465867624783,2.3470824328544886
143,0.02366863905325442,0.994275168380065,0.3316201337801595,0.997546586296398,2.347110527509877
144,0.02366863905325442,0.9942751679926775,0.3316301763014817,0.997546586129832,2.3471205694772457
145,0.028169014084507022,0.994265695943417,0.25725995303203686,0.9975425134433886,2.2772371765033492
146,0.028368794326241117,0.9942652519450483,0.25694336508314286,0.9975423225368225,2.277119733891255
147,0.028368794326241117,0.9942652485439366,0.25702461120824704,0.9975423210744404,2.2772009751528652
148,0.028368794326241117,0.9942652477135213,0.2570444587140751,0.9975423207173822,2.2772208214712197
149,0.028368794326241117,0.9942652474168174,0.2570515511884683,0.9975423205898138,2.2772279135213407
150,0.010899182561307895,0.9943239320089041,0.6587739499810196,0.9975675524376928,2.661564616988924
151,0.01104972375690607,0.9943220467039465,0.6593159373764375,0.9975667418641941,2.6622544497014844
152,0.01108033240997229,0.9943216898443544,0.6588573137292537,0.9975665884347447,2.6618259244183253
153,0.01108033240997229,0.9943216853144522,0.6589909893826634,0.997566586487143,2.661959593594231
154,0.01108033240997229,0.9943216836962678,0.6590387630075625,0.9975665857914168,2.6620073649052194
155,0.019417475728155324,0.9942741961858196,0.38967084329834106,0.9975461682851621,2.400908683497478
156,0.019607843137254888,0.9942734660144934,0.38952767276159633,0.9975458543354435,2.400954836248788
157,0.019607843137254888,0.9942734584430952,0.3897519193053353,0.9975458510799878,2.4011790719656734
158,0.019607843137254888,0.9942734565954446,0.3898066926689727,0.9975458502855615,2.4012338426872337
159,0.019607843137254888,0.994273455935454,0.38982626305680224,0.997545850001785,2.4012534121312963
160,0.025974025974025955,0.9942589852697283,0.27718726690557594,0.9975396280356839,2.294959906185014
161,0.026143790849673186,0.994258611732546,0.2773392553201768,0.9975394674241782,2.295281125326574
162,0.02631578947368419,0.9942582823059205,0.2762814129188643,0.9975393257790197,2.294394810477489
163,0.02631578947368419,0.9942582811445022,0.2763137613515793,0.9975393252796414,2.294427157249407
164,0.02631578947368419,0.994258280729709,0.27632531675197436,0.9975393251012866,2.294438712056654
165,0.031007751937984475,0.9942518855486718,0.2147083893188804,0.9975365753239293,2.237504602129466
166,0.03124999999999998,0.9942515223958913,0.2145353062604008,0.9975364191761694,2.2375732478324615
167,0.03124999999999998,0.9942515186995403,0.21462952877955987,0.9975364175868201,2.23766746506592
168,0.03124999999999998,0.9942515177976611,0.21465253351103222,0.997536417199025,2.237690468507718
169,0.03124999999999998,0.9942515174756171,0.21466074955807943,0.9975364170605567,2.237698684094253
170,0.012121212121212113,0.9942960151925783,0.565294062222502,0.9975555496209031,2.5692668391571956
171,0.01234567901234567,0.99429414450226,0.5653325462983649,0.9975547453050662,2.5695271151180368
172,0.012383900928792562,0.9942938475812566,0.5648975021287466,0.9975546176417314,2.569129868280527
173,0.012383900928792562,0.9942938428363588,0.5650487030023504,0.9975546156016263,2.569281062369128
174,0.012383900928792562,0.994293841142296,0.5651027130630509,0.9975546148732538,2.5693350700073934
175,0.021052631578947354,0.9942603688699804,0.333807001953006,0.9975402229480873,2.346660225350021
176,0.021276595744680837,0.9942597470904957,0.3339955877773812,0.997539955599074,2.3470718862116318
177,0.021276595744680837,0.9942597389794281,0.33425039164797726,0.9975399521115231,2.3473266784836095
178,0.021276595744680837,0.9942597370013396,0.33431260193239365,0.9975399512609963,2.3473888859394103
179,0.021276595744680837,0.9942597362951163,0.33433481929005276,0.9975399509573427,2.3474111022871926
180,0.027972027972027955,0.9942489624943692,0.23719990237483948,0.9975353184726231,2.25695621131386
181,0.028169014084507022,0.9942486414521131,0.23756243368784122,0.9975351804310111,2.257515269655473
182,0.028169014084507022,0.9942486362616948,0.23771432039328674,0.9975351781992382,2.2576671489387268
183,0.028169014084507022,0.9942486349958563,0.23775139638251197,0.9975351776549514,2.257704223117827
184,0.028169014084507022,0.994248634543984,0.23776463487357505,0.9975351774606612,2.2577174609627275
185,0.033333333333333305,0.9942435275870923,0.1834733202740899,0.9975329815666367,2.208583162761152
186,0.03361344537815124,0.9942432178526124,0.18345926375463908,0.9975328483863061,2.2088487753717088
187,0.03361344537815124,0.9942432138605286,0.1835660264613727,0.9975328466697859,2.2089555323698384
188,0.03361344537815124,0.9942432128870167,0.18359208305684815,0.997532846251197,2.208981587573213
189,0.03361344537815124,0.9942432125395453,0.1836013853390196,0.9975328461017837,2.2089908893584997
190,0.013071895424836593,0.9942790011754287,0.49461929774452423,0.9975482342665425,2.4995184286113323
191,0.013377926421404673,0.9942771389803906,0.49433224880016613,0.997547433587646,2.4995347477896077
192,0.0134228187919463,0.9942768838813535,0.49395767308412164,0.9975473239038313,2.4992046996612527
193,0.0134228187919463,0.9942768788763097,0.49412661690552806,0.9975473217518328,2.499373636325617
194,0.0134228187919463,0.9942768770901567,0.4941869429881731,0.9975473209838482,2.4994339598541244
195,0.022222222222222206,0.9942517436533344,0.2927449633073151,0.9975365143120374,2.306755443494909
196,0.022598870056497158,0.9942509666661268,0.2921803395269478,0.9975361802243893,2.306566356473961
197,0.022598870056497158,0.9942509579569707,0.2924661871737792,0.9975361764796427,2.3068521916668896
198,0.022598870056497158,0.9942509558341674,0.2925359558495664,0.9975361755668822,2.306921957307113
199,0.022598870056497158,0.9942509550765797,0.29256086412183174,0.9975361752411354,2.306946864496044
200,0.02941176470588233,0.9942426173750504,0.20778793637404408,0.9975325901914788,2.2289749086464554
201,0.029850746268656695,0.994242103429162,0.207272684266295,0.9975323692036059,2.2288979031677196
202,0.029850746268656695,0.9942420978547647,0.2074423190106362,0.9975323668067112,2.2290675299407687
203,0.029850746268656695,0.9942420964959341,0.2074837156286626,0.9975323662224314,2.2291089246156846
204,0.029850746268656695,0.9942420960110433,0.20749849218983032,0.9975323660139388,2.229123700483469
205,0.03478260869565215,0.994238389525055,0.1613097018268646,0.997530772284995,2.1878614723325667
206,0.03508771929824559,0.9942381155061887,0.1614935902234459,0.9975306544610509,2.1883500794889312
207,0.03539823008849555,0.9942378820809193,0.16057150501533868,0.9975305540917158,2.1877381712764694
208,0.03539823008849555,0.9942378810259345,0.16060076817029006,0.9975305536380833,2.1877674329228034
209,0.03539823008849555,0.9942378806495143,0.16061121211535873,0.9975305534762261,2.1877778763295948
210,0.022471910112359536,0.994306537269996,0.9891604018087553,0.9975600736263859,3.0034989228174966
211,0.022471910112359536,0.9943065267034289,0.9898809592833442,0.9975600690832784,3.004219465182411
212,0.022471910112359536,0.9943065256380688,0.9899537898132057,0.9975600686252252,3.004292294188859
213,0.022598870056497158,0.9943059251525865,0.987829139761942,0.9975598104457762,3.002293745416802
214,0.022598870056497158,0.9943059250599429,0.9878354897541436,0.9975598104059449,3.0023000952765284
215,0.04651162790697671,0.9942564645321956,0.5840472903610259,0.9975385441811486,2.6223539269813467
216,0.04651162790697671,0.9942564605358483,0.5843364574987492,0.997538542462816,2.62264308840439
217,0.04651162790697671,0.9942564601323716,0.5843656810978567,0.9975385422893304,2.6226723114265353
218,0.04651162790697671,0.9942564600336758,0.5843728311431686,0.997538542246895,2.622679461330716
219,0.04651162790697671,0.9942564599983578,0.5843753901737545,0.99753854223171,2.622682020310799
220,0.06451612903225802,0.9942444504477727,0.4155433614548212,0.997533378380077,2.471837319314929
221,0.06451612903225802,0.994244448016952,0.41571362778556525,0.9975333773348668,2.4720075821696423
222,0.06451612903225802,0.9942444477715546,0.4157308293124732,0.9975333772293536,2.4720247833456397
223,0.06451612903225802,0.9942444477115434,0.415735036415998,0.9975333772035487,2.472028990363348
224,0.06451612903225802,0.9942444476900761,0.41573654159814927,0.9975333771943198,2.4720304955148036
225,0.07843137254901955,0.9942391390734,0.3215545927900536,0.9975310945791916,2.391756198991665
226,0.07843137254901955,0.9942391372464084,0.3216738522001692,0.9975310937936138,2.391875455789211
227,0.07843137254901955,0.9942391370620085,0.32168589690134575,0.9975310937143265,2.3918875002267
228,0.07843137254901955,0.9942391370169275,0.3216888418472677,0.9975310936949415,2.391890445108156
229,0.07843137254901955,0.9942391370008044,0.32168989513977314,0.9975310936880084,2.391891498377605
230,0.030075187969924793,0.9942652430550565,0.7909907824062932,0.9975423187143797,2.8128735321456544
231,0.030075187969924793,0.994265232661481,0.7918178896055295,0.9975423142454362,2.8137006244823715
232,0.030075187969924793,0.9942652316142904,0.7919014027611421,0.9975423137951742,2.813784136140532
233,0.030075187969924793,0.9942652313583469,0.7919218214540522,0.9975423136851285,2.8138045544674526
234,0.030075187969924793,0.9942652312668249,0.791929124556377,0.9975423136457763,2.813811857438903
235,0.05555555555555552,0.9942409649515148,0.4701485830171824,0.9975318796773831,2.517476983201636
236,0.05555555555555552,0.994240960824551,0.4704884309852289,0.9975318779028581,2.5178168252681936
237,0.05555555555555552,0.9942409604083811,0.47052274120582943,0.9975318777239108,2.517851134893677
238,0.05555555555555552,0.994240960306681,0.4705311271493059,0.9975318776801824,2.5178595206917245
239,0.05555555555555552,0.9942409602703212,0.4705341254513967,0.9975318776645457,2.5178625189418193
240,0.07547169811320749,0.9942338543643445,0.33394903862778397,0.9975288222301032,2.4011834133354393
241,0.07547169811320749,0.9942338518015917,0.33414961952560396,0.9975288211281537,2.401383990568557
242,0.07547169811320749,0.9942338515431637,0.33416986432772666,0.9975288210170299,2.4014042350011278
243,0.07547169811320749,0.9942338514800254,0.3341748110588099,0.9975288209898825,2.401409181641925
244,0.07547169811320749,0.994233851457458,0.3341765792029422,0.9975288209801797,2.4014109497537874
245,0.09090909090909084,0.9942305913583702,0.25822651151481507,0.9975274191774437,2.3408936129597198
246,0.09090909090909084,0.9942305894087394,0.2583672649901254,0.9975274183391266,2.3410343636470823
247,0.09090909090909084,0.9942305892121674,0.25838146785771404,0.9975274182546002,2.3410485662335727
248,0.09090909090909084,0.9942305891641519,0.25838493741619595,0.9975274182339551,2.3410520357233935
249,0.09090909090909084,0.9942305891469949,0.25838617726289986,0.9975274182265815,2.3410532755455673
250,0.03539823008849555,0.9942486520612752,0.6611193816827965,0.9975351849927361,2.688301448825303
251,0.035714285714285685,0.9942482963837577,0.6588277305819819,0.9975350320586099,2.686325344738635
252,0.035714285714285685,0.9942482953229375,0.6589227674523336,0.9975350316024804,2.686420380092037
253,0.035714285714285685,0.9942482950638463,0.6589459864168302,0.997535031491076,2.686443598686038
254,0.035714285714285685,0.9942482949712584,0.6589542848851312,0.9975350314512635,2.686451897021939
255,0.06249999999999996,0.9942333071292513,0.3922403105630526,0.9975285869260736,2.4465022046183775
256,0.06249999999999996,0.994233302774021,0.39263195308741083,0.9975285850533807,2.4468938409148127
257,0.06249999999999996,0.9942333023352288,0.3926714666742228,0.9975285848647061,2.4469333538741576
258,0.06249999999999996,0.9942333022280728,0.39268111787395077,0.9975285848186293,2.4469430049206524
259,0.06249999999999996,0.9942333021897894,0.39268456623907544,0.9975285848021699,2.4469464532310345
260,0.08333333333333327,0.9942285577522317,0.2795004676472039,0.9975265447490196,2.3545889034817886
261,0.08333333333333327,0.9942285549829748,0.27973400684698346,0.997526543558267,2.3548224387215586
262,0.08333333333333327,0.9942285547039554,0.27975756384295347,0.9975265434382925,2.354845995318535
263,0.08333333333333327,0.9942285546358313,0.27976331629282664,0.9975265434089993,2.3548517476709905
264,0.08333333333333327,0.9942285546114968,0.2797653711567527,0.9975265433985374,2.35485380250012
265,0.09999999999999994,0.9942262399483494,0.21577700846513295,0.9975255481161743,2.3075287965296565
266,0.09999999999999994,0.9942262378328179,0.215940617370115,0.9975255472065127,2.3076924024094456
267,0.09999999999999994,0.9942262376196832,0.2159571171248544,0.997525547114872,2.3077089018594097
268,0.09999999999999994,0.9942262375676545,0.21596114542687994,0.9975255470924966,2.307712930087031
269,0.09999999999999994,0.9942262375490735,0.21596258410922134,0.9975255470845089,2.3077143687428037
270,0.03960396039603958,0.9942397331274034,0.5663497768850654,0.9975313500130298,2.597724820421538
271,0.03960396039603958,0.9942397219963979,0.5674267491195983,0.9975313452268738,2.5988017767389096
272,0.03960396039603958,0.9942397208768503,0.56753537104983,0.9975313447454884,2.5989103970682086
273,0.03960396039603958,0.9942397206035624,0.5675618952728895,0.997531344627977,2.598936920900468
274,0.03960396039603958,0.9942397205059527,0.5675713700861986,0.997531344586008,2.598946395574199
275,0.06779661016949147,0.9942289231818955,0.33641663181317993,0.9975267018799356,2.3959688670445027
276,0.06779661016949147,0.9942289185258824,0.33686212731984305,0.9975266998778983,2.3964143558931155
277,0.06779661016949147,0.9942289180571372,0.336907054960362,0.9975266996763403,2.396459282863331
278,0.06779661016949147,0.9942289179427249,0.33691802331031445,0.9975266996271445,2.396470251049675
279,0.06779661016949147,0.9942289179018675,0.3369219404278351,0.997526699609581,2.3964741681087753
280,0.09090909090909084,0.9942252181207586,0.23737239642733865,0.997525108739529,2.3200318141967173
281,0.09090909090909084,0.9942252152035445,0.2376329186589136,0.9975251074851551,2.320292332256704
282,0.09090909090909084,0.9942252149098101,0.23765918684691975,0.9975251073588477,2.3203186000246685
283,0.09090909090909084,0.9942252148381258,0.2376655985107384,0.9975251073280261,2.320325011585981
284,0.09090909090909084,0.9942252148125311,0.23766788784689905,0.99752510731702,2.320327300885541
285,0.10810810810810803,0.994223544349143,0.18384151719816558,0.9975243890317199,2.2836975586871366
286,0.10810810810810803,0.994223542089954,0.18402550922140024,0.9975243880602849,2.283881547479747
287,0.10810810810810803,0.9942235418624856,0.18404405759647224,0.9975243879624756,2.2839000955295417
288,0.10810810810810803,0.9942235418069819,0.18404858418208922,0.9975243879386078,2.283904622035787
289,0.10810810810810803,0.9942235417871682,0.1840502001582215,0.9975243879300927,2.2839062379835906
290,0.04301075268817201,0.9942342846373786,0.49440497235608266,0.9975290072418507,2.529179016923484
291,0.04301075268817201,0.9942342729588562,0.49560601719722464,0.9975290022202417,2.5303800450644944
292,0.04301075268817201,0.9942342717851409,0.4957271193433687,0.9975290017155617,2.5305011455322433
293,0.04301075268817201,0.9942342714987534,0.4957566798230318,0.9975290015924165,2.5305307056023736
294,0.04301075268817201,0.9942342713965047,0.4957672351411793,0.9975290015484515,2.5305412607743074
295,0.07272727272727267,0.9942259877262389,0.29225651888123977,0.9975254396629892,2.356735218997741
296,0.07272727272727267,0.9942259828200205,0.2927491436043222,0.9975254375533612,2.3572278367049764
297,0.07272727272727267,0.9942259823263984,0.2927988100823629,0.997525437341109,2.357277502477143
298,0.07272727272727267,0.9942259822059606,0.29281093106586503,0.9975254372893207,2.357289623288419
