Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
71.0,873.15,4.0,225.0,0.1,0.08750000000000001,0.7869999999999296,1.3336406630452209,0.13888204593092343,8.000790172326223
72.0,873.15,4.0,225.0,0.1,0.125,0.7039999999999388,1.333600218896433,0.13888006741821152,8.00068619867526
73.0,873.15,4.0,225.0,0.1,0.16250000000000003,0.6853999999999408,1.3335913401922186,0.13888778672043256,8.00066337285651
74.0,873.15,4.0,225.0,0.1,0.2,0.6785999999999416,1.3335881133796739,0.13888766921142157,8.000655077161968
82.0,873.15,4.0,262.5,0.0325,0.125,1.9633999999998002,1.333982453678616,0.3662303401384964,8.001668702378609
83.0,873.15,4.0,262.5,0.0325,0.16250000000000003,1.7987999999998183,1.3339149001285857,0.3662390734988679,8.001495084834279
84.0,873.15,4.0,262.5,0.0325,0.2,1.746599999999824,1.333893829363847,0.36624535143802,8.00144092937763
86.0,873.15,4.0,262.5,0.05500000000000001,0.08750000000000001,1.3795999999998645,1.333804535234039,0.21641800260914945,8.001211417392467
87.0,873.15,4.0,262.5,0.05500000000000001,0.125,1.0732999999998982,1.3336758412875203,0.21643394027082133,8.00088060547603
88.0,873.15,4.0,262.5,0.05500000000000001,0.16250000000000003,1.021499999999904,1.3336550569635934,0.2164372046639743,8.000827175282657
89.0,873.15,4.0,262.5,0.05500000000000001,0.2,1.003599999999906,1.3336479467548572,0.21644113795749606,8.000808896874116
91.0,873.15,4.0,262.5,0.0775,0.08750000000000001,0.9486999999999118,1.3336492446505344,0.15359928067245895,8.000812233418285
92.0,873.15,4.0,262.5,0.0775,0.125,0.7945999999999288,1.3335854206763018,0.1536084633777519,8.000648154571056
93.0,873.15,4.0,262.5,0.0775,0.16250000000000003,0.7642999999999321,1.3335732903114168,0.1536046300561688,8.000616968781186
94.0,873.15,4.0,262.5,0.0775,0.2,0.7535999999999333,1.3335690397690647,0.15360859724418444,8.000606041043033
96.0,873.15,4.0,262.5,0.1,0.08750000000000001,0.774299999999931,1.3335900060005306,0.11904456553736874,8.00065994283439
97.0,873.15,4.0,262.5,0.1,0.125,0.6649999999999431,1.333544773986586,0.11904456159768943,8.000543655272224
98.0,873.15,4.0,262.5,0.1,0.16250000000000003,0.6423999999999456,1.3335356924999784,0.11904359757334457,8.000520307019075
99.0,873.15,4.0,262.5,0.1,0.2,0.6342999999999465,1.333532462094031,0.11904175933608661,8.000512001690039
107.0,873.15,4.0,300.0,0.0325,0.125,1.8809999999998093,1.333869515847253,0.3204617620210152,8.001378438281106
108.0,873.15,4.0,300.0,0.0325,0.16250000000000003,1.6824999999998311,1.3337990271702578,0.32047195820446245,8.00119725948487
109.0,873.15,4.0,300.0,0.0325,0.2,1.6227999999998377,1.3337782876381088,0.32047403728799295,8.001143950067005
111.0,873.15,4.0,300.0,0.05500000000000001,0.08750000000000001,1.51179999999985,1.3337957786444041,0.18936777167077376,8.001188909454696
112.0,873.15,4.0,300.0,0.05500000000000001,0.125,1.0324999999999027,1.3336173829818427,0.18938528391314116,8.000730324475567
113.0,873.15,4.0,300.0,0.05500000000000001,0.16250000000000003,0.9696999999999095,1.333595596015463,0.1893810150331132,8.000674313962236
114.0,873.15,4.0,300.0,0.05500000000000001,0.2,0.9486999999999118,1.3335884031380423,0.18939006273742048,8.000655822092007
116.0,873.15,4.0,300.0,0.0775,0.08750000000000001,0.9814999999999082,1.3336211412119838,0.13439905506319036,8.000739986127096
117.0,873.15,4.0,300.0,0.0775,0.125,0.765599999999932,1.333542729331613,0.13440607526305656,8.000538398535982
118.0,873.15,4.0,300.0,0.0775,0.16250000000000003,0.728899999999936,1.3335300236257028,0.1344099070710059,8.000505732406046
119.0,873.15,4.0,300.0,0.0775,0.2,0.7161999999999374,1.3335256730400145,0.13441192252155748,8.000494547051233
121.0,873.15,4.0,300.0,0.1,0.08750000000000001,0.7903999999999293,1.3335630894579982,0.10416315988609834,8.000590743294792
122.0,873.15,4.0,300.0,0.1,0.125,0.6413999999999457,1.333509159190209,0.10417162731550202,8.000452089565279
123.0,873.15,4.0,300.0,0.1,0.16250000000000003,0.6138999999999487,1.3334996075879813,0.10416613341184705,8.00042753190303
124.0,873.15,4.0,300.0,0.1,0.2,0.6042999999999498,1.3334963031486389,0.10416859905131316,8.000419035972168
130.0,873.15,6.75,150.0,0.0325,0.05,0.3726999999999753,1.3335918615036606,0.6409951822725967,8.000664713074926
131.0,873.15,6.75,150.0,0.0325,0.08750000000000001,0.35729999999997697,1.3335789185391513,0.6410136493650026,8.000631438355533
132.0,873.15,6.75,150.0,0.0325,0.125,0.3550999999999772,1.3335770820554744,0.6409772631422578,8.000626716959164
133.0,873.15,6.75,150.0,0.0325,0.16250000000000003,0.3544999999999773,1.3335765809157003,0.6409800240261836,8.000625428582955
134.0,873.15,6.75,150.0,0.0325,0.2,0.3542999999999773,1.3335764126375982,0.6410033290131613,8.000624995957988
135.0,873.15,6.75,150.0,0.05500000000000001,0.05,0.1763999999999969,1.3334485197168018,0.37885730277727414,8.000296178936429
136.0,873.15,6.75,150.0,0.05500000000000001,0.08750000000000001,0.1726999999999973,1.3334455163861165,0.37886634589661744,8.000288456838598
137.0,873.15,6.75,150.0,0.05500000000000001,0.125,0.17209999999999737,1.3334450348823856,0.3787968784635234,8.000287218804964
138.0,873.15,6.75,150.0,0.05500000000000001,0.16250000000000003,0.17199999999999738,1.3334449508858595,0.37885472725087116,8.000287002834526
139.0,873.15,6.75,150.0,0.05500000000000001,0.2,0.1718999999999974,1.3334448725514567,0.37880898795529916,8.000286801422495
140.0,873.15,6.75,150.0,0.0775,0.05,0.12590000000000245,1.3334146436653047,0.26881036773748906,8.000209076424968
141.0,873.15,6.75,150.0,0.0775,0.08750000000000001,0.12390000000000252,1.333413024875885,0.26883941547041634,8.000204914110938
142.0,873.15,6.75,150.0,0.0775,0.125,0.12360000000000251,1.3334127831942835,0.2688351365001954,8.000204292686336
143.0,873.15,6.75,150.0,0.0775,0.16250000000000003,0.12350000000000251,1.3334127036512184,0.26881625800907694,8.000204088160967
144.0,873.15,6.75,150.0,0.0775,0.2,0.12350000000000251,1.3334127014927828,0.2688546798710347,8.000204082610994
145.0,873.15,6.75,150.0,0.1,0.05,0.10380000000000195,1.3334004345556694,0.2084355813344178,8.000172541038424
146.0,873.15,6.75,150.0,0.1,0.08750000000000001,0.1023000000000019,1.3333992190041997,0.20840154477810213,8.0001694155128
147.0,873.15,6.75,150.0,0.1,0.125,0.1021000000000019,1.333399055956991,0.20841949367267862,8.000168996272112
148.0,873.15,6.75,150.0,0.1,0.16250000000000003,0.1020000000000019,1.3333989776793693,0.20837519817655933,8.000168794998215
149.0,873.15,6.75,150.0,0.1,0.2,0.1020000000000019,1.333398976049046,0.20840226560009742,8.000168790806166
155.0,873.15,6.75,187.5,0.0325,0.05,0.2808999999999854,1.3334777639543693,0.5128052189720581,8.000371370038115
