,Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
37,62.0,873.15,4.0,225.0,0.055,0.125,1.1449999999998903,1.333769484329452,0.2524949310148037,8.00112132153345
38,63.0,873.15,4.0,225.0,0.055,0.1625,1.101599999999895,1.3337487987408938,0.2524948659709943,8.00106814942843
39,64.0,873.15,4.0,225.0,0.055,0.2,1.0861999999998968,1.333741515304414,0.2524936205713495,8.00104942720125
36,61.0,873.15,4.0,225.0,0.055,0.0875,1.365499999999866,1.3338779449315747,0.2524850130725655,8.00140010303305
1906,2464.0,1023.15,15.0,262.5,0.055,0.2,0.0014,1.3333337108744068,0.2262963138122768,8.000000970819745
1905,2463.0,1023.15,15.0,262.5,0.055,0.1625,0.0014,1.3333337108745311,0.2262960295647724,8.000000970820073
1904,2462.0,1023.15,15.0,262.5,0.055,0.125,0.0014,1.333333710874853,0.2262952964716776,8.000000970820892
1903,2461.0,1023.15,15.0,262.5,0.055,0.0875,0.0014,1.3333337108759835,0.2262927219676789,8.000000970823798
1902,2460.0,1023.15,15.0,262.5,0.055,0.05,0.0014,1.3333337108834766,0.2262756586941271,8.00000097084308
925,1210.0,923.15,15.0,262.5,0.055,0.05,0.0028999999999999,1.333334312853386,0.2215930959783187,8.00000251876479
2301,2964.0,1073.15,12.25,262.5,0.055,0.2,0.0023,1.3333338607823235,0.2215844375664687,8.000001356297084
2300,2963.0,1073.15,12.25,262.5,0.055,0.1625,0.0023,1.3333338607827725,0.221583706813694,8.000001356298243
2299,2962.0,1073.15,12.25,262.5,0.055,0.125,0.0023,1.333333860783929,0.2215818221512206,8.000001356301224
2298,2961.0,1073.15,12.25,262.5,0.055,0.0875,0.0023,1.333333860787991,0.2215752035265273,8.000001356311666
2297,2960.0,1073.15,12.25,262.5,0.055,0.05,0.0023,1.3333338608149217,0.2215313372163325,8.000001356380919
2266,2919.0,1073.15,12.25,187.5,0.0775,0.2,0.0021,1.3333340485037055,0.2208588738423549,8.000001839008958
2265,2918.0,1073.15,12.25,187.5,0.0775,0.1625,0.0021,1.333334048503961,0.2208585387473748,8.000001839009625
2264,2917.0,1073.15,12.25,187.5,0.0775,0.125,0.0021,1.3333340485046192,0.2208576747940391,8.000001839011313
2263,2916.0,1073.15,12.25,187.5,0.0775,0.0875,0.0021,1.3333340485069305,0.2208546417217277,8.000001839017257
2262,2915.0,1073.15,12.25,187.5,0.0775,0.05,0.0021,1.3333340485222416,0.2208345458750329,8.000001839056623
1415,1839.0,973.15,15.0,262.5,0.055,0.2,0.0019,1.3333339202873848,0.2202426031861519,8.00000150931004
1414,1838.0,973.15,15.0,262.5,0.055,0.1625,0.0019,1.3333339202876358,0.2202422410096422,8.000001509310678
1413,1837.0,973.15,15.0,262.5,0.055,0.125,0.0019,1.3333339202882843,0.2202413069337439,8.00000150931235
1412,1836.0,973.15,15.0,262.5,0.055,0.0875,0.0019,1.3333339202905592,0.2202380266152996,8.000001509318206
1411,1835.0,973.15,15.0,262.5,0.055,0.05,0.0019,1.3333339203056414,0.2202162854253586,8.000001509356983
1315,1714.0,973.15,12.25,262.5,0.055,0.2,0.0042999999999999,1.333334666456387,0.2199016529731728,8.00000342802874
1314,1713.0,973.15,12.25,262.5,0.055,0.1625,0.0042999999999999,1.3333346664582768,0.2199004140050554,8.000003428033613
1313,1712.0,973.15,12.25,262.5,0.055,0.125,0.0042999999999999,1.333334666463155,0.2198972186264882,8.00000342804615
1312,1711.0,973.15,12.25,262.5,0.055,0.0875,0.0042999999999999,1.3333346664802832,0.2198859970208551,8.000003428090205
2401,3089.0,1073.15,15.0,262.5,0.055,0.2,0.001,1.333333559172332,0.2198829027952466,8.000000580728793
2400,3088.0,1073.15,15.0,262.5,0.055,0.1625,0.001,1.33333355917239,0.2198826954946817,8.000000580728953
2399,3087.0,1073.15,15.0,262.5,0.055,0.125,0.001,1.3333335591725397,0.2198821608523082,8.000000580729326
2398,3086.0,1073.15,15.0,262.5,0.055,0.0875,0.001,1.3333335591730648,0.219880283273355,8.000000580730683
2397,3085.0,1073.15,15.0,262.5,0.055,0.05,0.001,1.3333335591765476,0.2198678390524463,8.000000580739641
1311,1710.0,973.15,12.25,262.5,0.055,0.05,0.0042999999999999,1.3333346665938586,0.2198116245914065,8.00000342838224
894,1169.0,923.15,15.0,187.5,0.0775,0.2,0.0025999999999999,1.333334643173123,0.2192467300104698,8.000003368157563
893,1168.0,923.15,15.0,187.5,0.0775,0.1625,0.0025999999999999,1.3333346431734543,0.2192464929427018,8.000003368158424
892,1167.0,923.15,15.0,187.5,0.0775,0.125,0.0025999999999999,1.333334643174306,0.219245881731817,8.000003368160602
891,1166.0,923.15,15.0,187.5,0.0775,0.0875,0.0025999999999999,1.333334643177301,0.2192437359738883,8.000003368168308
890,1165.0,923.15,15.0,187.5,0.0775,0.05,0.0025999999999999,1.3333346431971396,0.219229519139285,8.000003368219323
2197,2835.0,1073.15,9.5,262.5,0.055,0.05,0.0063,1.3333347793380823,0.2186121358712583,8.00000371829563
1706,2214.0,1023.15,9.5,262.5,0.055,0.2,0.0084,1.33333559949964,0.2182072144333201,8.00000582727915
1705,2213.0,1023.15,9.5,262.5,0.055,0.1625,0.0084,1.3333355995105416,0.2182029854159196,8.000005827307163
1704,2212.0,1023.15,9.5,262.5,0.055,0.125,0.0084,1.3333355995386615,0.2181920785349056,8.000005827379482
1703,2211.0,1023.15,9.5,262.5,0.055,0.0875,0.0084,1.3333355996374343,0.2181537760014576,8.000005827633466
2366,3044.0,1073.15,15.0,187.5,0.0775,0.2,0.0009,1.3333336343098758,0.2179323026591996,8.00000077393958
2365,3043.0,1073.15,15.0,187.5,0.0775,0.1625,0.0009,1.3333336343099085,0.217932209480223,8.000000773939666
2364,3042.0,1073.15,15.0,187.5,0.0775,0.125,0.0009,1.3333336343099922,0.2179319692435093,8.00000077393988
2363,3041.0,1073.15,15.0,187.5,0.0775,0.0875,0.0009,1.3333336343102864,0.2179311258479649,8.000000773940636
2362,3040.0,1073.15,15.0,187.5,0.0775,0.05,0.0009,1.333333634312237,0.2179255378591546,8.000000773945654
1702,2210.0,1023.15,9.5,262.5,0.055,0.05,0.0084,1.3333356002930532,0.2178999439204898,8.000005829319312
343,460.0,873.15,12.25,262.5,0.055,0.05,0.0104999999999999,1.333336847849977,0.2176983571974405,8.000009037314882
1806,2339.0,1023.15,12.25,262.5,0.055,0.2,0.0029999999999999,1.3333341422870837,0.2176944991738308,8.000002080166075
1805,2338.0,1023.15,12.25,262.5,0.055,0.1625,0.0029999999999999,1.3333341422879397,0.2176935986498713,8.000002080168256
1804,2337.0,1023.15,12.25,262.5,0.055,0.125,0.0029999999999999,1.333334142290146,0.2176912761377472,8.000002080173937
1803,2336.0,1023.15,12.25,262.5,0.055,0.0875,0.0029999999999999,1.3333341422978986,0.2176831198690182,8.000002080193868
412,544.0,873.15,15.0,187.5,0.0775,0.2,0.0041999999999999,1.3333354460064937,0.2176659127230358,8.000005432583208
411,543.0,873.15,15.0,187.5,0.0775,0.1625,0.0041999999999999,1.3333354460073066,0.2176655509798357,8.000005432585297
410,542.0,873.15,15.0,187.5,0.0775,0.125,0.0041999999999999,1.3333354460094022,0.2176646183324722,8.000005432590683
409,541.0,873.15,15.0,187.5,0.0775,0.0875,0.0041999999999999,1.333335446016759,0.2176613441272276,8.000005432609612
829,1089.0,923.15,12.25,262.5,0.055,0.2,0.0064,1.3333354872878798,0.217657570794253,8.000005538735147
828,1088.0,923.15,12.25,262.5,0.055,0.1625,0.0064,1.333335487292189,0.2176558307463434,8.000005538746239
827,1087.0,923.15,12.25,262.5,0.055,0.125,0.0064,1.3333354873033028,0.217651343058897,8.00000553877482
408,540.0,873.15,15.0,187.5,0.0775,0.05,0.0041999999999999,1.3333354460655096,0.2176396507715095,8.000005432734957
826,1086.0,923.15,12.25,262.5,0.055,0.0875,0.0064,1.333335487342335,0.2176355831448537,8.000005538875184
1802,2335.0,1023.15,12.25,262.5,0.055,0.05,0.0029999999999999,1.3333341423492922,0.2176290628437394,8.000002080326032
1380,1794.0,973.15,15.0,187.5,0.0775,0.2,0.0017,1.3333341138185586,0.2175409450732325,8.000002006961331
1379,1793.0,973.15,15.0,187.5,0.0775,0.1625,0.0017,1.333334113818698,0.2175407832691001,8.000002006961703
1378,1792.0,973.15,15.0,187.5,0.0775,0.125,0.0017,1.333334113819056,0.2175403661026117,8.00000200696261
1377,1791.0,973.15,15.0,187.5,0.0775,0.0875,0.0017,1.333334113820313,0.2175389015666461,8.000002006965847
825,1085.0,923.15,12.25,262.5,0.055,0.05,0.0064,1.3333354876011927,0.2175311341948966,8.000005539540783
1376,1790.0,973.15,15.0,187.5,0.0775,0.05,0.0017,1.3333341138286432,0.2175291981850253,8.000002006987268
1215,1589.0,973.15,9.5,262.5,0.055,0.2,0.0117999999999999,1.3333369722526407,0.2173886704445441,8.000009357206487
1214,1588.0,973.15,9.5,262.5,0.055,0.1625,0.0117999999999999,1.333336972275901,0.217383029493658,8.000009357266308
1213,1587.0,973.15,9.5,262.5,0.055,0.125,0.0117999999999999,1.3333369723358923,0.2173684811922646,8.00000935742053
1212,1586.0,973.15,9.5,262.5,0.055,0.0875,0.0117999999999999,1.3333369725466453,0.2173173911747024,8.000009357962483
725,960.0,923.15,9.5,262.5,0.055,0.05,0.0178999999999999,1.3333393265766131,0.2172465950669208,8.000015411157419
1871,2419.0,1023.15,15.0,187.5,0.0775,0.2,0.0012,1.3333338098858818,0.2171510563563063,8.00000122542059
1870,2418.0,1023.15,15.0,187.5,0.0775,0.1625,0.0012,1.333333809885946,0.2171509372080489,8.000001225420757
1869,2417.0,1023.15,15.0,187.5,0.0775,0.125,0.0012,1.3333338098861114,0.2171506300170828,8.000001225421183
1868,2416.0,1023.15,15.0,187.5,0.0775,0.0875,0.0012,1.3333338098866934,0.2171495515675876,8.00000122542267
1867,2415.0,1023.15,15.0,187.5,0.0775,0.05,0.0012,1.3333338098905485,0.2171424062169289,8.000001225432586
2099,2712.0,1073.15,6.75,262.5,0.055,0.125,0.0246999999999999,1.333338960603924,0.2170215944766605,8.000014470089479
729,964.0,923.15,9.5,262.5,0.055,0.2,0.0177999999999999,1.3333392850127572,0.2170168027684562,8.000015304279483
728,963.0,923.15,9.5,262.5,0.055,0.1625,0.0177999999999999,1.333339285066904,0.2170087365660873,8.000015304418689
727,962.0,923.15,9.5,262.5,0.055,0.125,0.0177999999999999,1.3333392852065746,0.2169879335036419,8.000015304777888
2097,2710.0,1073.15,6.75,262.5,0.055,0.05,0.0249999999999999,1.3333390493069897,0.2169822955044754,8.000014698181959
1211,1585.0,973.15,9.5,262.5,0.055,0.05,0.0117999999999999,1.3333369739462364,0.2169788301123972,8.000009361561437
2166,2794.0,1073.15,9.5,187.5,0.0775,0.2,0.0057,1.3333352714814537,0.2169263189611793,8.000004983805322
2165,2793.0,1073.15,9.5,187.5,0.0775,0.1625,0.0057,1.333335271484524,0.2169248086855357,8.000004983813197
2164,2792.0,1073.15,9.5,187.5,0.0775,0.125,0.0057,1.3333352714924425,0.2169209148372163,8.000004983833556
726,961.0,923.15,9.5,262.5,0.055,0.0875,0.0177999999999999,1.3333392856973072,0.2169148791982733,8.000015306039758
2163,2791.0,1073.15,9.5,187.5,0.0775,0.0875,0.0057,1.333335271520238,0.2169072447592352,8.00000498390506
794,1044.0,923.15,12.25,187.5,0.0775,0.2,0.0058,1.3333362470887782,0.2168957920517888,8.000007492504652
793,1043.0,923.15,12.25,187.5,0.0775,0.1625,0.0058,1.333336247091198,0.2168949987084812,8.000007492510875
792,1042.0,923.15,12.25,187.5,0.0775,0.125,0.0058,1.333336247097438,0.2168929532930985,8.000007492526924
791,1041.0,923.15,12.25,187.5,0.0775,0.0875,0.0058,1.3333362471193468,0.2168857725042308,8.00000749258325
447,589.0,873.15,15.0,262.5,0.055,0.2,0.0045999999999999,1.3333348760427617,0.2168770956525134,8.00000396696449
446,588.0,873.15,15.0,262.5,0.055,0.1625,0.0045999999999999,1.333334876044183,0.2168763115890682,8.000003966968125
445,587.0,873.15,15.0,262.5,0.055,0.125,0.0045999999999999,1.3333348760478478,0.2168742894485792,8.000003966977554
444,586.0,873.15,15.0,262.5,0.055,0.0875,0.0045999999999999,1.3333348760607204,0.2168671880623444,8.000003967010658
1604,2087.0,1023.15,6.75,262.5,0.055,0.125,0.0330999999999999,1.333342179137588,0.2168654297384329,8.00002274626761
790,1040.0,923.15,12.25,187.5,0.0775,0.05,0.0058,1.333336247264548,0.2168381960122449,8.000007492956616
443,585.0,873.15,15.0,262.5,0.055,0.05,0.0045999999999999,1.3333348761460562,0.2168201223729355,8.000003967230077
2162,2790.0,1073.15,9.5,187.5,0.0775,0.05,0.0057,1.3333352717045202,0.2168166739497,8.000004984378911
2098,2711.0,1073.15,6.75,262.5,0.055,0.0875,0.0246999999999999,1.333338962091704,0.2167875103195831,8.000014473915211
1602,2085.0,1023.15,6.75,262.5,0.055,0.05,0.0335999999999999,1.3333423530256798,0.2167388393848568,8.000023193404964
243,335.0,873.15,9.5,262.5,0.055,0.05,0.0292999999999998,1.333343062960952,0.216697243238131,8.000025018938159
1113,1462.0,973.15,6.75,262.5,0.055,0.125,0.0468000000000003,1.3333475956590937,0.2166643731051399,8.000036674327767
247,339.0,873.15,9.5,262.5,0.055,0.2,0.0290999999999998,1.3333429786559805,0.2166109195590466,8.000024802155682
1111,1460.0,973.15,6.75,262.5,0.055,0.05,0.0478000000000003,1.3333479895849756,0.2166069867139868,8.00003768726748
246,338.0,873.15,9.5,262.5,0.055,0.1625,0.0290999999999998,1.333342978791488,0.2165984637167032,8.000024802504148
1112,1461.0,973.15,6.75,262.5,0.055,0.0875,0.0469000000000003,1.33334763628508,0.2165728734357543,8.000036778793373
625,835.0,923.15,6.75,262.5,0.055,0.05,0.073200000000001,1.3333576687378417,0.2165720784790113,8.000062576101765
245,337.0,873.15,9.5,262.5,0.055,0.125,0.0290999999999998,1.3333429791410525,0.2165663398237033,8.000024803403045
1603,2086.0,1023.15,6.75,262.5,0.055,0.0875,0.0330999999999999,1.3333421821015743,0.2165662976431893,8.000022753889152
144,211.0,873.15,6.75,262.5,0.055,0.0875,0.1174000000000023,1.3333716589663107,0.2165542382548003,8.000098550009005
1606,2089.0,1023.15,6.75,262.5,0.055,0.2,0.0329999999999999,1.333342147928819,0.2165401572362454,8.000022666017012
626,836.0,923.15,6.75,262.5,0.055,0.0875,0.071200000000001,1.333356820465109,0.2165354025126037,8.000060394873811
629,839.0,923.15,6.75,262.5,0.055,0.2,0.070800000000001,1.333356651837824,0.2165240270831095,8.00005996126948
2101,2714.0,1073.15,6.75,262.5,0.055,0.2,0.0245999999999999,1.3333389343806925,0.2165185789176906,8.000014402658627
1115,1464.0,973.15,6.75,262.5,0.055,0.2,0.0467000000000003,1.3333475589404784,0.2165104793703749,8.000036579909635
1605,2088.0,1023.15,6.75,262.5,0.055,0.1625,0.0329999999999999,1.3333421482535703,0.2165072684253352,8.000022666852127
2003,2589.0,1073.15,4.0,262.5,0.055,0.2,0.2048999999999937,1.333379089991502,0.2165058297723646,8.000117657670886
1671,2169.0,1023.15,9.5,187.5,0.0775,0.2,0.0076,1.3333363763181405,0.2165016064353686,8.000007824807863
627,837.0,923.15,6.75,262.5,0.055,0.125,0.070900000000001,1.333356694617944,0.2165015001502828,8.000060071273303
1670,2168.0,1023.15,9.5,187.5,0.0775,0.1625,0.0076,1.3333363763242183,0.2164996865516779,8.000007824823498
2201,2839.0,1073.15,9.5,262.5,0.055,0.2,0.0062,1.3333347530218185,0.2164986089525498,8.000003650625304
347,464.0,873.15,12.25,262.5,0.055,0.2,0.0103999999999999,1.3333368094964506,0.2164964078593274,8.000008938691826
2200,2838.0,1073.15,9.5,262.5,0.055,0.1625,0.0062,1.333334753027176,0.2164953559409158,8.000003650639092
1669,2167.0,1023.15,9.5,187.5,0.0775,0.125,0.0076,1.333336376339884,0.216494736641196,8.0000078248638
1509,1963.0,1023.15,4.0,262.5,0.055,0.1625,0.2778999999999857,1.3334059258827402,0.2164940411084659,8.000186660748284
346,463.0,873.15,12.25,262.5,0.055,0.1625,0.0103999999999999,1.3333368095071396,0.216493741009582,8.00000893871932
2100,2713.0,1073.15,6.75,262.5,0.055,0.1625,0.0245999999999999,1.333338934543506,0.2164928818053813,8.00001440307728
2199,2837.0,1073.15,9.5,262.5,0.055,0.125,0.0062,1.3333347530409974,0.2164869662217432,8.00000365067462
345,462.0,873.15,12.25,262.5,0.055,0.125,0.0103999999999999,1.3333368095347091,0.2164868630628333,8.000008938790245
1507,1961.0,1023.15,4.0,262.5,0.055,0.0875,0.2978999999999835,1.3334126853995432,0.2164814130055931,8.000204041231134
1668,2166.0,1023.15,9.5,187.5,0.0775,0.0875,0.0076,1.333336376394896,0.2164773590833863,8.000007825005225
146,213.0,873.15,6.75,262.5,0.055,0.1625,0.1164000000000023,1.333371245727273,0.2164752546337272,8.000097487428997
1508,1962.0,1023.15,4.0,262.5,0.055,0.125,0.2818999999999853,1.3334072670822563,0.216471231127746,8.000190109330525
143,210.0,873.15,6.75,262.5,0.055,0.05,0.1226000000000024,1.3333738470780976,0.2164710179816531,8.000104176391984
929,1214.0,923.15,15.0,262.5,0.055,0.2,0.0027999999999999,1.333334274566932,0.2164689719474624,8.000002420313992
145,212.0,873.15,6.75,262.5,0.055,0.125,0.1166000000000023,1.33337132921929,0.2164687517554101,8.000097702115704
928,1213.0,923.15,15.0,262.5,0.055,0.1625,0.0027999999999999,1.3333342745674952,0.2164684694028289,8.00000242031544
1019,1337.0,973.15,4.0,262.5,0.055,0.125,0.4049999999999717,1.3334541044091903,0.2164671798102697,8.00031053812199
927,1212.0,923.15,15.0,262.5,0.055,0.125,0.0027999999999999,1.333334274568946,0.2164671733110876,8.000002420319161
1020,1338.0,973.15,4.0,262.5,0.055,0.1625,0.3969999999999726,1.333451071691825,0.2164664781045503,8.000302740502908
1114,1463.0,973.15,6.75,262.5,0.055,0.1625,0.0467000000000003,1.3333475596393998,0.2164661916309068,8.000036581706848
344,461.0,873.15,12.25,262.5,0.055,0.0875,0.0103999999999999,1.3333368096315437,0.2164627091383984,8.00000893903922
926,1211.0,923.15,15.0,262.5,0.055,0.0875,0.0027999999999999,1.3333342745740404,0.2164626216624527,8.000002420332274
1018,1336.0,973.15,4.0,262.5,0.055,0.0875,0.438199999999968,1.333466893188071,0.2164611268780839,8.00034341996908
628,838.0,923.15,6.75,262.5,0.055,0.1625,0.070800000000001,1.3333566534718038,0.216460312071765,8.000059965471046
2001,2587.0,1073.15,4.0,262.5,0.055,0.125,0.2079999999999934,1.33337998243654,0.2164598115626424,8.0001199524386
2002,2588.0,1073.15,4.0,262.5,0.055,0.1625,0.2056999999999936,1.3333793216945182,0.2164575690783086,8.000118253455339
2198,2836.0,1073.15,9.5,262.5,0.055,0.0875,0.0062,1.3333347530895427,0.2164575032702277,8.000003650799465
1999,2585.0,1073.15,4.0,262.5,0.055,0.05,0.3852999999999739,1.3334369916929685,0.21645479811665,8.000266538226791
244,336.0,873.15,9.5,262.5,0.055,0.0875,0.0290999999999998,1.333342980369563,0.216453532461325,8.000024806562044
1021,1339.0,973.15,4.0,262.5,0.055,0.2,0.3939999999999729,1.3334499411594984,0.2164521265364844,8.000299833711898
534,713.0,923.15,4.0,262.5,0.055,0.1625,0.6096999999999492,1.3335280093482194,0.2164516297405788,8.000500553704406
1510,1964.0,1023.15,4.0,262.5,0.055,0.2,0.2762999999999859,1.333405395288746,0.2164502481593307,8.000185296448468
2000,2586.0,1073.15,4.0,262.5,0.055,0.0875,0.2167999999999924,1.3333825338233172,0.2164495205803203,8.00012651287804
147,214.0,873.15,6.75,262.5,0.055,0.2,0.1163000000000023,1.333371205210157,0.2164493006519648,8.000097383245413
535,714.0,923.15,4.0,262.5,0.055,0.2,0.6029999999999499,1.3335253000730691,0.2164460726400433,8.000493588151057
54,89.0,873.15,4.0,262.5,0.055,0.2,1.003599999999906,1.3336479467548572,0.216441137957496,8.000808896874116
533,712.0,923.15,4.0,262.5,0.055,0.125,0.6280999999999471,1.3335355026444653,0.2164407248672692,8.000519818903664
532,711.0,923.15,4.0,262.5,0.055,0.0875,0.7126999999999378,1.3335708018675785,0.2164386135867123,8.000610571234382
53,88.0,873.15,4.0,262.5,0.055,0.1625,1.021499999999904,1.3336550569635934,0.2164372046639743,8.000827175282657
52,87.0,873.15,4.0,262.5,0.055,0.125,1.0732999999998982,1.3336758412875205,0.2164339402708213,8.00088060547603
51,86.0,873.15,4.0,262.5,0.055,0.0875,1.3795999999998645,1.333804535234039,0.2164180026091494,8.001211417392467
1667,2165.0,1023.15,9.5,187.5,0.0775,0.05,0.0076,1.333336376759663,0.2163622250405032,8.000007825943202
1180,1544.0,973.15,9.5,187.5,0.0775,0.2,0.0106999999999999,1.3333382422782982,0.2162838531598319,8.000012622974786
1179,1543.0,973.15,9.5,187.5,0.0775,0.1625,0.0106999999999999,1.3333382422913094,0.2162812815444059,8.000012623008251
1178,1542.0,973.15,9.5,187.5,0.0775,0.125,0.0106999999999999,1.3333382423248543,0.216274651324844,8.000012623094507
1177,1541.0,973.15,9.5,187.5,0.0775,0.0875,0.0106999999999999,1.333338242442646,0.2162513747815495,8.00001262339737
1176,1540.0,973.15,9.5,187.5,0.0775,0.05,0.0106999999999999,1.3333382432239147,0.2160971585469548,8.000012625406358
691,916.0,923.15,9.5,187.5,0.0775,0.0875,0.0160999999999999,1.3333413612033835,0.2158671867507277,8.00002064302339
312,419.0,873.15,12.25,187.5,0.0775,0.2,0.0093999999999999,1.3333380363227991,0.2158368278963544,8.00001209337711
311,418.0,873.15,12.25,187.5,0.0775,0.1625,0.0093999999999999,1.3333380363287863,0.2158356143064006,8.0000120933925
310,417.0,873.15,12.25,187.5,0.0775,0.125,0.0093999999999999,1.3333380363442198,0.2158324854094619,8.000012093432181
309,416.0,873.15,12.25,187.5,0.0775,0.0875,0.0093999999999999,1.333338036398408,0.2158215008963374,8.000012093571547
308,415.0,873.15,12.25,187.5,0.0775,0.05,0.0093999999999999,1.3333380367576202,0.2157487231664797,8.000012094495203
690,915.0,923.15,9.5,187.5,0.0775,0.05,0.0160999999999999,1.333341363016346,0.215647197897841,8.000020647685282
1771,2294.0,1023.15,12.25,187.5,0.0775,0.2,0.0026999999999999,1.3333344132773797,0.2155623416363123,8.000002776997693
1770,2293.0,1023.15,12.25,187.5,0.0775,0.1625,0.0026999999999999,1.3333344132778553,0.215561935725019,8.000002776998917
1769,2292.0,1023.15,12.25,187.5,0.0775,0.125,0.0026999999999999,1.333334413279081,0.2155608891918293,8.000002777002065
1768,2291.0,1023.15,12.25,187.5,0.0775,0.0875,0.0026999999999999,1.3333344132833869,0.2155572151422014,8.000002777013135
1767,2290.0,1023.15,12.25,187.5,0.0775,0.05,0.0026999999999999,1.333334413311914,0.2155328725041138,8.000002777086488
2066,2669.0,1073.15,6.75,187.5,0.0775,0.2,0.0223999999999999,1.3333408909416335,0.2155197392859618,8.000019433786967
2065,2668.0,1073.15,6.75,187.5,0.0775,0.1625,0.0223999999999999,1.3333408910329658,0.2155079678216519,8.0000194340218
1571,2044.0,1023.15,6.75,187.5,0.0775,0.2,0.0299999999999998,1.3333452225106883,0.2154899790281123,8.000030572014548
2064,2667.0,1073.15,6.75,187.5,0.0775,0.125,0.0223999999999999,1.333340891268498,0.2154776183648962,8.00001943462746
1570,2043.0,1023.15,6.75,187.5,0.0775,0.1625,0.0299999999999998,1.3333452226921914,0.2154749406389368,8.000030572481272
1569,2042.0,1023.15,6.75,187.5,0.0775,0.125,0.0299999999999998,1.333345223160302,0.2154361684136341,8.000030573685
208,290.0,873.15,9.5,187.5,0.0775,0.05,0.0262999999999998,1.333346377602371,0.2153883061981636,8.00003354221858
2063,2666.0,1073.15,6.75,187.5,0.0775,0.0875,0.0223999999999999,1.333340892096068,0.2153710732260864,8.00001943675548
1280,1669.0,973.15,12.25,187.5,0.0775,0.2,0.0037999999999999,1.3333350805970676,0.2153162214282122,8.000004492960509
1279,1668.0,973.15,12.25,187.5,0.0775,0.1625,0.0037999999999999,1.3333350805980857,0.2153156769771287,8.00000449296314
1278,1667.0,973.15,12.25,187.5,0.0775,0.125,0.0037999999999999,1.3333350806007114,0.2153142732584358,8.000004492969893
1277,1666.0,973.15,12.25,187.5,0.0775,0.0875,0.0037999999999999,1.3333350806099271,0.2153093452493006,8.000004492993583
1568,2041.0,1023.15,6.75,187.5,0.0775,0.0875,0.0299999999999998,1.3333452248054531,0.2153000551512552,8.00003057791534
212,294.0,873.15,9.5,187.5,0.0775,0.2,0.0261999999999998,1.3333463155776997,0.2152997313985779,8.000033382728333
211,293.0,873.15,9.5,187.5,0.0775,0.1625,0.0261999999999998,1.333346315652734,0.2152940951636451,8.000033382921288
210,292.0,873.15,9.5,187.5,0.0775,0.125,0.0261999999999998,1.333346315846225,0.2152795637076186,8.00003338341883
1276,1665.0,973.15,12.25,187.5,0.0775,0.05,0.0037999999999999,1.3333350806710038,0.2152766945026418,8.00000449315064
1076,1415.0,973.15,6.75,187.5,0.0775,0.05,0.0428000000000002,1.3333527670060863,0.2152724596327717,8.000049971885138
1077,1416.0,973.15,6.75,187.5,0.0775,0.0875,0.0424000000000001,1.3333525357465794,0.2152662882969269,8.000049377227695
1567,2040.0,1023.15,6.75,187.5,0.0775,0.05,0.0301999999999998,1.3333453267424242,0.215265600865644,8.000030840036263
594,794.0,923.15,6.75,187.5,0.0775,0.2,0.0640000000000008,1.3333647247766611,0.2152565926299079,8.00008071976832
2062,2665.0,1073.15,6.75,187.5,0.0775,0.05,0.0224999999999999,1.333340936361454,0.2152487882931274,8.00001955058004
209,291.0,873.15,9.5,187.5,0.0775,0.0875,0.0261999999999998,1.33334631652578,0.2152285488889426,8.000033385166228
593,793.0,923.15,6.75,187.5,0.0775,0.1625,0.0640000000000008,1.333364725680242,0.2152276456069697,8.000080722091765
1080,1419.0,973.15,6.75,187.5,0.0775,0.2,0.0423000000000001,1.3333524790722442,0.2152110490866436,8.000049231496124
1079,1418.0,973.15,6.75,187.5,0.0775,0.1625,0.0423000000000001,1.333352479460218,0.2151908877373377,8.000049232493717
592,792.0,923.15,6.75,187.5,0.0775,0.125,0.0640000000000008,1.3333647280113583,0.2151530146210921,8.000080728085958
590,790.0,923.15,6.75,187.5,0.0775,0.05,0.0650000000000008,1.3333653531308332,0.2151502898498906,8.000082335492225
1078,1417.0,973.15,6.75,187.5,0.0775,0.125,0.0423000000000001,1.3333524804609378,0.215138907602821,8.000049235066934
112,169.0,873.15,6.75,187.5,0.0775,0.2,0.1048000000000019,1.3333842859174616,0.2151372872612919,8.000131018069574
1967,2541.0,1073.15,4.0,187.5,0.0775,0.0875,0.1910999999999952,1.3333969032506168,0.2151147424066051,8.00016346104818
1968,2542.0,1073.15,4.0,187.5,0.0775,0.125,0.1872999999999957,1.3333952979072088,0.2151134918951696,8.000159333244364
108,165.0,873.15,6.75,187.5,0.0775,0.05,0.107500000000002,1.3333859567297297,0.2151119397747674,8.000135314253273
110,167.0,873.15,6.75,187.5,0.0775,0.125,0.1049000000000019,1.3333843493234925,0.2151015133578177,8.000131181106605
591,791.0,923.15,6.75,187.5,0.0775,0.0875,0.0641000000000008,1.3333647921918594,0.2150951591106357,8.000080893117039
694,919.0,923.15,9.5,187.5,0.0775,0.2,0.0159999999999999,1.33334130380998,0.2150941539768774,8.000020495441358
111,168.0,873.15,6.75,187.5,0.0775,0.1625,0.1048000000000019,1.3333842881769038,0.2150924757820705,8.000131023879346
693,918.0,923.15,9.5,187.5,0.0775,0.1625,0.0159999999999999,1.3333413038398445,0.2150905167486329,8.000020495518152
