,Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
2194,2832.0,1073.15,9.5,262.5,0.0325,0.125,0.0105999999999999,1.3333358466605134,0.3678885460604636,8.000006462834355
2193,2831.0,1073.15,9.5,262.5,0.0325,0.0875,0.0105999999999999,1.3333358467765255,0.367816751703149,8.000006463132673
1801,2334.0,1023.15,12.25,262.5,0.0325,0.2,0.0051,1.3333347563630873,0.3677846283664991,8.000003659217136
1800,2333.0,1023.15,12.25,262.5,0.0325,0.1625,0.0051,1.33333475636511,0.367782451084468,8.000003659222342
1799,2332.0,1023.15,12.25,262.5,0.0325,0.125,0.0051,1.3333347563703246,0.3677768362125256,8.000003659235743
1798,2331.0,1023.15,12.25,262.5,0.0325,0.0875,0.0051,1.3333347563886386,0.3677571193833971,8.000003659282845
2296,2959.0,1073.15,12.25,262.5,0.0325,0.2,0.0037999999999999,1.3333342345589192,0.3677200258635451,8.000002317436326
2295,2958.0,1073.15,12.25,262.5,0.0325,0.1625,0.0037999999999999,1.33333423455993,0.3677183262017421,8.00000231743893
2294,2957.0,1073.15,12.25,262.5,0.0325,0.125,0.0037999999999999,1.3333342345625363,0.3677139430330999,8.000002317445633
2293,2956.0,1073.15,12.25,262.5,0.0325,0.0875,0.0037999999999999,1.333334234571691,0.3676985513638595,8.000002317469164
1797,2330.0,1023.15,12.25,262.5,0.0325,0.05,0.0051,1.3333347565100755,0.3676264509347768,8.000003659595102
2292,2955.0,1073.15,12.25,262.5,0.0325,0.05,0.0037999999999999,1.333334234632377,0.3675965468923149,8.00000231762521
342,459.0,873.15,12.25,262.5,0.0325,0.2,0.0179999999999999,1.3333394799420666,0.367497319848788,8.000015805523686
1701,2209.0,1023.15,9.5,262.5,0.0325,0.2,0.0141999999999999,1.3333372842999418,0.3674942589301946,8.000010159611222
341,458.0,873.15,12.25,262.5,0.0325,0.1625,0.0179999999999999,1.3333394799682017,0.3674907728747861,8.00001580559089
1700,2208.0,1023.15,9.5,262.5,0.0325,0.1625,0.0141999999999999,1.333337284325463,0.3674841386365836,8.000010159676842
340,457.0,873.15,12.25,262.5,0.0325,0.125,0.0179999999999999,1.3333394800356118,0.3674738893404771,8.000015805764212
1699,2207.0,1023.15,9.5,262.5,0.0325,0.125,0.0141999999999999,1.3333372843912883,0.3674580398971463,8.000010159846095
339,456.0,873.15,12.25,262.5,0.0325,0.0875,0.0179999999999999,1.333339480272392,0.3674146023509196,8.00001580637309
1206,1580.0,973.15,9.5,262.5,0.0325,0.05,0.0201999999999999,1.333339751372057,0.3673941144345949,8.00001650348275
1698,2206.0,1023.15,9.5,262.5,0.0325,0.0875,0.0141999999999999,1.333337284622529,0.3673663929307087,8.000010160440734
2192,2830.0,1073.15,9.5,262.5,0.0325,0.05,0.0105999999999999,1.3333358475468973,0.3673409499288185,8.000006465113614
1210,1584.0,973.15,9.5,262.5,0.0325,0.2,0.0200999999999999,1.3333397112174954,0.3672778600449736,8.00001640022874
1209,1583.0,973.15,9.5,262.5,0.0325,0.1625,0.0200999999999999,1.333339711272596,0.3672642438986629,8.000016400370429
1208,1582.0,973.15,9.5,262.5,0.0325,0.125,0.0200999999999999,1.3333397114147174,0.3672291298940719,8.000016400735866
1310,1709.0,973.15,12.25,262.5,0.0325,0.2,0.0072,1.3333356289896154,0.3671178588825001,8.000005903110356
1309,1708.0,973.15,12.25,262.5,0.0325,0.1625,0.0072,1.3333356289939682,0.3671149369304372,8.000005903121538
1308,1707.0,973.15,12.25,262.5,0.0325,0.125,0.0072,1.3333356290051956,0.3671074016818251,8.000005903150415
1207,1581.0,973.15,9.5,262.5,0.0325,0.0875,0.0200999999999999,1.3333397119140629,0.3671058253468381,8.000016402019915
1307,1706.0,973.15,12.25,262.5,0.0325,0.0875,0.0072,1.333335629044624,0.3670809414060971,8.000005903251793
338,455.0,873.15,12.25,262.5,0.0325,0.05,0.0179999999999999,1.3333394818441449,0.3670216890219813,8.000015810414695
721,956.0,923.15,9.5,262.5,0.0325,0.0875,0.0304999999999998,1.3333437907628485,0.3669104283600725,8.00002689041253
1306,1705.0,973.15,12.25,262.5,0.0325,0.05,0.0072,1.333335629306124,0.3669055823328604,8.000005903924217
1697,2205.0,1023.15,9.5,262.5,0.0325,0.05,0.0141999999999999,1.333337286158966,0.3667590206618119,8.000010164391556
824,1084.0,923.15,12.25,262.5,0.0325,0.2,0.0108999999999999,1.3333370956845048,0.366678432996354,8.00000967460171
1601,2084.0,1023.15,6.75,262.5,0.0325,0.2,0.0562000000000005,1.333348814609095,0.3666776555457222,8.000039808730689
823,1083.0,923.15,12.25,262.5,0.0325,0.1625,0.0108999999999999,1.3333370956947257,0.3666742410550297,8.000009674627984
822,1082.0,923.15,12.25,262.5,0.0325,0.125,0.0108999999999999,1.3333370957210835,0.3666634307276656,8.00000967469576
2096,2709.0,1073.15,6.75,262.5,0.0325,0.2,0.0418000000000001,1.3333431661404176,0.3666585133574328,8.000025284254516
239,331.0,873.15,9.5,262.5,0.0325,0.0875,0.0502000000000004,1.3333503192228635,0.3666295921108613,8.000043677683705
821,1081.0,923.15,12.25,262.5,0.0325,0.0875,0.0108999999999999,1.333337095813658,0.3666254699470306,8.000009674933802
1597,2080.0,1023.15,6.75,262.5,0.0325,0.05,0.0577000000000006,1.3333493449891316,0.3666189954648153,8.000041172546682
1600,2083.0,1023.15,6.75,262.5,0.0325,0.1625,0.0562000000000005,1.3333488153779942,0.366598135126176,8.000039810707822
2095,2708.0,1073.15,6.75,262.5,0.0325,0.1625,0.0418000000000001,1.3333431665252813,0.366596477333129,8.000025285244156
242,334.0,873.15,9.5,262.5,0.0325,0.2,0.0501000000000004,1.333350276829432,0.3665705786135828,8.000043568673592
238,330.0,873.15,9.5,262.5,0.0325,0.05,0.0506000000000004,1.3333504925181994,0.3665477679093654,8.00004412329378
241,333.0,873.15,9.5,262.5,0.0325,0.1625,0.0501000000000004,1.3333502771574406,0.3665402350485367,8.000043569517011
1106,1455.0,973.15,6.75,262.5,0.0325,0.05,0.0827000000000013,1.333359506018845,0.3665296212713887,8.000067300436449
1598,2081.0,1023.15,6.75,262.5,0.0325,0.0875,0.0564000000000005,1.333348887063716,0.3664644220636774,8.000039995040096
240,332.0,873.15,9.5,262.5,0.0325,0.125,0.0501000000000004,1.333350278003661,0.3664619835838317,8.000043571693013
720,955.0,923.15,9.5,262.5,0.0325,0.05,0.0305999999999998,1.3333438375382916,0.3664603207174197,8.000027010691158
1107,1456.0,973.15,6.75,262.5,0.0325,0.0875,0.0802000000000012,1.3333585032863216,0.3664413234168207,8.000064722038116
2094,2707.0,1073.15,6.75,262.5,0.0325,0.125,0.0418000000000001,1.3333431675186045,0.3664364950401634,8.000025287798396
621,831.0,923.15,6.75,262.5,0.0325,0.0875,0.1224000000000024,1.3333747523557815,0.3664353569647206,8.000106504167167
623,833.0,923.15,6.75,262.5,0.0325,0.1625,0.1214000000000024,1.3333743233652686,0.366428786030832,8.000105401087623
724,959.0,923.15,9.5,262.5,0.0325,0.2,0.0303999999999998,1.3333437502460426,0.3664250374753935,8.0000267862274
2093,2706.0,1073.15,6.75,262.5,0.0325,0.0875,0.0419000000000001,1.3333431978100745,0.3664087140223269,8.000025365690096
1110,1459.0,973.15,6.75,262.5,0.0325,0.2,0.0797000000000012,1.3333583041314596,0.3664086174561124,8.000064209936582
723,958.0,923.15,9.5,262.5,0.0325,0.1625,0.0303999999999998,1.3333437503749674,0.3664055440724161,8.00002678655889
620,830.0,923.15,6.75,262.5,0.0325,0.05,0.1280000000000022,1.3333771765851352,0.3664022092625014,8.00011273767204
624,834.0,923.15,6.75,262.5,0.0325,0.2,0.1213000000000024,1.3333742812328782,0.3664001035221471,8.00010529275105
622,832.0,923.15,6.75,262.5,0.0325,0.125,0.1216000000000024,1.333374409964717,0.3663950155316642,8.000105623764114
1599,2082.0,1023.15,6.75,262.5,0.0325,0.125,0.0562000000000005,1.3333488173629482,0.3663930628272365,8.00003981581197
142,209.0,873.15,6.75,262.5,0.0325,0.2,0.2002999999999942,1.3333998898329236,0.3663929641032015,8.000171140402982
820,1080.0,923.15,12.25,262.5,0.0325,0.05,0.0108999999999999,1.3333370964278126,0.3663738936321564,8.000009676513066
139,206.0,873.15,6.75,262.5,0.0325,0.0875,0.2030999999999939,1.3334010703909358,0.3663734755288937,8.000174175948937
141,208.0,873.15,6.75,262.5,0.0325,0.1625,0.2004999999999942,1.3333999747645895,0.3663727755130694,8.000171358786247
138,205.0,873.15,6.75,262.5,0.0325,0.05,0.2185999999999922,1.3334076904781085,0.3663603963342279,8.000191197993608
722,957.0,923.15,9.5,262.5,0.0325,0.125,0.0303999999999998,1.3333437507075288,0.3663552735370366,8.000026787414066
1996,2582.0,1073.15,4.0,262.5,0.0325,0.125,0.357199999999977,1.333416319830756,0.3663450695752303,8.000213386261334
1995,2581.0,1073.15,4.0,262.5,0.0325,0.0875,0.3828999999999741,1.333424006103343,0.3663288335593673,8.000233149491333
1504,1957.0,1023.15,4.0,262.5,0.0325,0.125,0.4869999999999627,1.3334655470195864,0.3663272298386889,8.000339958787263
1998,2584.0,1073.15,4.0,262.5,0.0325,0.2,0.3484999999999779,1.3334137577501233,0.3663241878686308,8.000206798515281
1505,1958.0,1023.15,4.0,262.5,0.0325,0.1625,0.4756999999999639,1.333461667982469,0.3663145077061526,8.000329985234108
1108,1457.0,973.15,6.75,262.5,0.0325,0.125,0.0798000000000012,1.333358345647328,0.3663045177974462,8.00006431668941
2092,2705.0,1073.15,6.75,262.5,0.0325,0.05,0.0426000000000001,1.3333434099728534,0.3663037683546703,8.000025911246873
1109,1458.0,973.15,6.75,262.5,0.0325,0.1625,0.0797000000000012,1.3333583057895666,0.366301432063984,8.000064214200231
140,207.0,873.15,6.75,262.5,0.0325,0.125,0.2009999999999941,1.3334001881546944,0.3662997222663901,8.000171907472316
1015,1332.0,973.15,4.0,262.5,0.0325,0.125,0.7062999999999385,1.333551173757883,0.3662975531558983,8.000560108799837
1997,2583.0,1073.15,4.0,262.5,0.0325,0.1625,0.3507999999999777,1.3334144349789745,0.3662929056180398,8.0002085398404
1016,1333.0,973.15,4.0,262.5,0.0325,0.1625,0.683499999999941,1.3335423222641014,0.3662904025223173,8.000537351978906
1503,1956.0,1023.15,4.0,262.5,0.0325,0.0875,0.5352999999999574,1.3334824433579218,0.3662869568779503,8.000383401276586
1506,1959.0,1023.15,4.0,262.5,0.0325,0.2,0.4714999999999644,1.3334602351906275,0.3662861362947016,8.000326301315155
1017,1334.0,973.15,4.0,262.5,0.0325,0.2,0.675299999999942,1.333539160538576,0.3662860269403375,8.000529223272649
1014,1331.0,973.15,4.0,262.5,0.0325,0.0875,0.8141999999999266,1.3335942015491158,0.3662831572369034,8.000670728995576
531,709.0,923.15,4.0,262.5,0.0325,0.2,1.039999999999902,1.3336733719779446,0.3662735772552373,8.000874257679676
530,708.0,923.15,4.0,262.5,0.0325,0.1625,1.0587999999998998,1.3336811242637614,0.3662672954615236,8.000894186254131
529,707.0,923.15,4.0,262.5,0.0325,0.125,1.1132999999998938,1.3337038207861065,0.3662632306303738,8.00095253077822
528,706.0,923.15,4.0,262.5,0.0325,0.0875,1.439399999999858,1.3338459369706477,0.3662461285245995,8.00131783412735
50,84.0,873.15,4.0,262.5,0.0325,0.2,1.746599999999824,1.333893829363847,0.36624535143802,8.00144092937763
49,83.0,873.15,4.0,262.5,0.0325,0.1625,1.7987999999998183,1.3339149001285855,0.3662390734988679,8.001495084834279
48,82.0,873.15,4.0,262.5,0.0325,0.125,1.9633999999998,1.333982453678616,0.3662303401384964,8.001668702378609
2416,3109.0,1073.15,15.0,300.0,0.0325,0.2,0.0016,1.3333336549916808,0.3282913028603982,8.000000827121355
2415,3108.0,1073.15,15.0,300.0,0.0325,0.1625,0.0016,1.3333336549918289,0.3282907240921502,8.000000827121731
2414,3107.0,1073.15,15.0,300.0,0.0325,0.125,0.0016,1.3333336549922126,0.3282892313229645,8.000000827122713
2413,3106.0,1073.15,15.0,300.0,0.0325,0.0875,0.0016,1.3333336549935588,0.3282839886462945,8.000000827126179
2412,3105.0,1073.15,15.0,300.0,0.0325,0.05,0.0016,1.3333336550024812,0.3282492390858056,8.000000827149117
1430,1859.0,973.15,15.0,300.0,0.0325,0.2,0.0029999999999999,1.333334148578286,0.3254489947885098,8.00000209634342
1429,1858.0,973.15,15.0,300.0,0.0325,0.1625,0.0029999999999999,1.333334148578915,0.3254480096309194,8.000002096345048
1428,1857.0,973.15,15.0,300.0,0.0325,0.125,0.0029999999999999,1.3333341485805368,0.3254454687026775,8.00000209634923
1427,1856.0,973.15,15.0,300.0,0.0325,0.0875,0.0029999999999999,1.333334148586235,0.3254365448652795,8.000002096363875
1426,1855.0,973.15,15.0,300.0,0.0325,0.05,0.0029999999999999,1.333334148624007,0.3253773960842632,8.000002096460994
1921,2484.0,1023.15,15.0,300.0,0.0325,0.2,0.0021,1.3333338301856743,0.3235715966688066,8.000001277620035
1920,2483.0,1023.15,15.0,300.0,0.0325,0.1625,0.0021,1.3333338301859616,0.3235708761565363,8.000001277620768
1919,2482.0,1023.15,15.0,300.0,0.0325,0.125,0.0021,1.3333338301867006,0.3235690178010248,8.000001277622669
1918,2481.0,1023.15,15.0,300.0,0.0325,0.0875,0.0021,1.3333338301892963,0.323562491175505,8.000001277629348
1917,2480.0,1023.15,15.0,300.0,0.0325,0.05,0.0021,1.333333830206504,0.3235192314359557,8.000001277673588
462,609.0,873.15,15.0,300.0,0.0325,0.2,0.0074,1.3333354968040945,0.3232592038237548,8.000005563205383
461,608.0,873.15,15.0,300.0,0.0325,0.1625,0.0074,1.333335496807778,0.3232570279875351,8.000005563214849
460,607.0,873.15,15.0,300.0,0.0325,0.125,0.0074,1.33333549681728,0.3232514160771093,8.000005563239277
459,606.0,873.15,15.0,300.0,0.0325,0.0875,0.0074,1.3333354968506574,0.3232317069315594,8.0000055633251
944,1234.0,923.15,15.0,300.0,0.0325,0.2,0.0044999999999999,1.3333346598806446,0.3232043559953432,8.000003411119721
943,1233.0,923.15,15.0,300.0,0.0325,0.1625,0.0044999999999999,1.3333346598820972,0.3232029577526188,8.000003411123455
942,1232.0,923.15,15.0,300.0,0.0325,0.125,0.0044999999999999,1.333334659885846,0.3231993513992082,8.00000341113309
941,1231.0,923.15,15.0,300.0,0.0325,0.0875,0.0044999999999999,1.333334659899009,0.3231866857756394,8.00000341116694
940,1230.0,923.15,15.0,300.0,0.0325,0.05,0.0044999999999999,1.333334659986289,0.3231027361706698,8.000003411391376
458,605.0,873.15,15.0,300.0,0.0325,0.05,0.0074,1.3333354970720062,0.3231010727382796,8.000005563894293
1330,1734.0,973.15,12.25,300.0,0.0325,0.2,0.0067,1.3333351519500805,0.3224854231561552,8.000004676439415
1329,1733.0,973.15,12.25,300.0,0.0325,0.1625,0.0067,1.333335151954722,0.3224821229827112,8.000004676451354
1328,1732.0,973.15,12.25,300.0,0.0325,0.125,0.0067,1.333335151966695,0.3224736111306304,8.000004676482135
1327,1731.0,973.15,12.25,300.0,0.0325,0.0875,0.0067,1.3333351520087489,0.3224437172355321,8.000004676590283
1326,1730.0,973.15,12.25,300.0,0.0325,0.05,0.0067,1.3333351522877268,0.3222455794674672,8.00000467730764
2216,2859.0,1073.15,9.5,300.0,0.0325,0.2,0.0097999999999999,1.3333353093583795,0.3217382112240877,8.000005081202959
1717,2230.0,1023.15,9.5,300.0,0.0325,0.05,0.0131999999999999,1.3333364616972057,0.3217333383840031,8.000008044353457
2215,2858.0,1073.15,9.5,300.0,0.0325,0.1625,0.0097999999999999,1.3333353093719007,0.3217293406498432,8.000005081237727
2214,2857.0,1073.15,9.5,300.0,0.0325,0.125,0.0097999999999999,1.3333353094067812,0.3217064615419757,8.000005081327423
2213,2856.0,1073.15,9.5,300.0,0.0325,0.0875,0.0097999999999999,1.3333353095293248,0.3216261099932521,8.000005081642527
1226,1605.0,973.15,9.5,300.0,0.0325,0.05,0.0186999999999999,1.333338390929223,0.3215130343760424,8.000013005218364
1230,1609.0,973.15,9.5,300.0,0.0325,0.2,0.0185999999999999,1.3333383561840015,0.3215083878410911,8.000012915873913
1229,1608.0,973.15,9.5,300.0,0.0325,0.1625,0.0185999999999999,1.3333383562423131,0.3214931222660586,8.000012916023872
1228,1607.0,973.15,9.5,300.0,0.0325,0.125,0.0185999999999999,1.3333383563927397,0.3214537492430094,8.000012916410652
1227,1606.0,973.15,9.5,300.0,0.0325,0.0875,0.0185999999999999,1.333338356921398,0.3213154724230254,8.000012917770087
844,1109.0,923.15,12.25,300.0,0.0325,0.2,0.0100999999999999,1.3333363014006612,0.3213114751940691,8.000007632163443
843,1108.0,923.15,12.25,300.0,0.0325,0.1625,0.0100999999999999,1.3333363014114743,0.3213067658079117,8.000007632191227
842,1107.0,923.15,12.25,300.0,0.0325,0.125,0.0100999999999999,1.3333363014393629,0.3212946193198572,8.000007632262939
841,1106.0,923.15,12.25,300.0,0.0325,0.0875,0.0100999999999999,1.333336301537335,0.3212519606029764,8.00000763251486
362,484.0,873.15,12.25,300.0,0.0325,0.2,0.0165999999999999,1.3333381603071357,0.3212345654109693,8.00001241219266
361,483.0,873.15,12.25,300.0,0.0325,0.1625,0.0165999999999999,1.333338160334518,0.3212272508570429,8.00001241226309
740,980.0,923.15,9.5,300.0,0.0325,0.05,0.0283999999999998,1.3333416400301834,0.3212085426645978,8.000021360001575
360,482.0,873.15,12.25,300.0,0.0325,0.125,0.0165999999999999,1.3333381604051542,0.321208385149322,8.000012412444727
359,481.0,873.15,12.25,300.0,0.0325,0.0875,0.0165999999999999,1.333338160653306,0.3211421287078705,8.00001241308284
2212,2855.0,1073.15,9.5,300.0,0.0325,0.05,0.0097999999999999,1.3333353103434262,0.3210935681738331,8.000005083735923
741,981.0,923.15,9.5,300.0,0.0325,0.0875,0.0281999999999998,1.3333415659563317,0.3210655226042944,8.00002116952731
1821,2359.0,1023.15,12.25,300.0,0.0325,0.2,0.0046999999999999,1.333334447789454,0.3209718846575766,8.000002865742934
1820,2358.0,1023.15,12.25,300.0,0.0325,0.1625,0.0046999999999999,1.3333344477915758,0.3209694595114863,8.000002865748407
840,1105.0,923.15,12.25,300.0,0.0325,0.05,0.0100999999999999,1.3333363021874858,0.3209692209481326,8.000007634186685
1721,2234.0,1023.15,9.5,300.0,0.0325,0.2,0.0130999999999999,1.333336432982858,0.3209688862061302,8.000007970516775
1819,2357.0,1023.15,12.25,300.0,0.0325,0.125,0.0046999999999999,1.3333344477970483,0.3209632045331749,8.000002865762465
1720,2233.0,1023.15,9.5,300.0,0.0325,0.1625,0.0130999999999999,1.3333364330097264,0.3209575933626482,8.000007970585846
1818,2356.0,1023.15,12.25,300.0,0.0325,0.0875,0.0046999999999999,1.33333444781627,0.3209412368094034,8.000002865811915
1719,2232.0,1023.15,9.5,300.0,0.0325,0.125,0.0130999999999999,1.3333364330790327,0.3209284667540166,8.000007970764054
2116,2734.0,1073.15,6.75,300.0,0.0325,0.2,0.0387,1.3333410801357717,0.3208941857685813,8.000019920282966
1617,2105.0,1023.15,6.75,300.0,0.0325,0.05,0.0537000000000005,1.333346038671426,0.3208574082684568,8.000032670691475
1621,2109.0,1023.15,6.75,300.0,0.0325,0.2,0.0520000000000004,1.333345524465677,0.3208572377897313,8.000031348462214
259,356.0,873.15,9.5,300.0,0.0325,0.0875,0.0464000000000003,1.3333467115010174,0.3208543427961335,8.000034400805381
262,359.0,873.15,9.5,300.0,0.0325,0.2,0.0463000000000003,1.333346674811323,0.3208369116314702,8.00003430646152
1718,2231.0,1023.15,9.5,300.0,0.0325,0.0875,0.0130999999999999,1.333336433322559,0.3208261743972937,8.000007971390275
2115,2733.0,1073.15,6.75,300.0,0.0325,0.1625,0.0387,1.3333410805438637,0.3208246439023531,8.000019921332377
261,358.0,873.15,9.5,300.0,0.0325,0.1625,0.0463000000000003,1.33334667515679,0.3208029152541359,8.000034307349857
1817,2355.0,1023.15,12.25,300.0,0.0325,0.05,0.0046999999999999,1.333334447943756,0.3207956329748372,8.00000286613972
1620,2108.0,1023.15,6.75,300.0,0.0325,0.1625,0.0520000000000004,1.3333455252809168,0.3207681385733207,8.000031350558574
1129,1483.0,973.15,6.75,300.0,0.0325,0.1625,0.073800000000001,1.3333530228151602,0.3207402362613196,8.000050629668912
1127,1481.0,973.15,6.75,300.0,0.0325,0.0875,0.0743000000000011,1.333353193800782,0.3207367717363238,8.000051069338735
260,357.0,873.15,9.5,300.0,0.0325,0.125,0.0463000000000003,1.3333466760482249,0.3207152325590222,8.000034309642114
1128,1482.0,973.15,6.75,300.0,0.0325,0.125,0.073900000000001,1.333353057389921,0.3207117665280075,8.00005071857391
2316,2984.0,1073.15,12.25,300.0,0.0325,0.2,0.0034999999999999,1.333334038411786,0.3207086332742035,8.000001813058324
2315,2983.0,1073.15,12.25,300.0,0.0325,0.1625,0.0034999999999999,1.333334038412845,0.3207067426697282,8.000001813061049
358,480.0,873.15,12.25,300.0,0.0325,0.05,0.0165999999999999,1.333338162301179,0.3207029942327027,8.000012417320196
2314,2982.0,1073.15,12.25,300.0,0.0325,0.125,0.0034999999999999,1.3333340384155752,0.32070186638531,8.000001813068085
2313,2981.0,1073.15,12.25,300.0,0.0325,0.0875,0.0034999999999999,1.3333340384251684,0.3206847406638067,8.000001813092746
642,857.0,923.15,6.75,300.0,0.0325,0.125,0.1125000000000022,1.333365707624871,0.3206791439009737,8.000083247023237
2114,2732.0,1073.15,6.75,300.0,0.0325,0.125,0.0387,1.3333410815974098,0.3206452861562602,8.000019924041462
640,855.0,923.15,6.75,300.0,0.0325,0.05,0.1197000000000024,1.33336838105686,0.3206054957770743,8.000090121363995
744,984.0,923.15,9.5,300.0,0.0325,0.2,0.0280999999999998,1.3333415314135677,0.3206024810704228,8.0000210807037
160,232.0,873.15,6.75,300.0,0.0325,0.125,0.1858999999999958,1.3333860498839571,0.3205950450431392,8.000135553781899
743,983.0,923.15,9.5,300.0,0.0325,0.1625,0.0280999999999998,1.3333415315496573,0.3205806516394723,8.000021081053605
1130,1484.0,973.15,6.75,300.0,0.0325,0.2,0.073700000000001,1.333352991050044,0.3205777335205789,8.000050547988591
643,858.0,923.15,6.75,300.0,0.0325,0.1625,0.1122000000000021,1.333365600015705,0.3205730206816497,8.000082970321586
2312,2980.0,1073.15,12.25,300.0,0.0325,0.05,0.0034999999999999,1.3333340384887802,0.3205712294374236,8.000001813256324
158,230.0,873.15,6.75,300.0,0.0325,0.05,0.2059999999999936,1.3333934258611642,0.3205676508912793,8.000154519663505
258,355.0,873.15,9.5,300.0,0.0325,0.05,0.0468000000000003,1.333346862224756,0.3205653956166451,8.000034788376214
2017,2609.0,1073.15,4.0,300.0,0.0325,0.2,0.3229999999999807,1.3333968171074695,0.3205649499895482,8.000163239549334
162,234.0,873.15,6.75,300.0,0.0325,0.2,0.1849999999999959,1.3333857266313438,0.320561971777997,8.00013472259838
644,859.0,923.15,6.75,300.0,0.0325,0.2,0.1121000000000021,1.3333655636052877,0.3205609958183294,8.000082876697427
641,856.0,923.15,6.75,300.0,0.0325,0.0875,0.1133000000000022,1.333366004728244,0.3205586330606013,8.00008401098208
2113,2731.0,1073.15,6.75,300.0,0.0325,0.0875,0.0388,1.3333411079046245,0.3205530272560752,8.000019991688134
2016,2608.0,1073.15,4.0,300.0,0.0325,0.1625,0.3255999999999804,1.3333974721168114,0.3205458209045435,8.000164923766965
1619,2107.0,1023.15,6.75,300.0,0.0325,0.125,0.0520000000000004,1.3333455273861088,0.3205383420889443,8.000031355971847
1618,2106.0,1023.15,6.75,300.0,0.0325,0.0875,0.0522000000000004,1.3333455877065836,0.320528518336422,8.000031511080017
2015,2607.0,1073.15,4.0,300.0,0.0325,0.125,0.3326999999999797,1.3333992679707,0.3205263413076342,8.000169541419545
742,982.0,923.15,9.5,300.0,0.0325,0.125,0.0280999999999998,1.3333415319007562,0.3205243493182572,8.000021081956453
1126,1480.0,973.15,6.75,300.0,0.0325,0.05,0.0770000000000011,1.333354126708158,0.3205240762282653,8.000053468201623
1524,1984.0,1023.15,4.0,300.0,0.0325,0.2,0.4369999999999682,1.3334335389754737,0.3205236895345935,8.000257660585971
159,231.0,873.15,6.75,300.0,0.0325,0.0875,0.1880999999999956,1.3333868481398148,0.3205235878555723,8.000137606346408
2014,2606.0,1073.15,4.0,300.0,0.0325,0.0875,0.3627999999999763,1.333407014465709,0.3205226062691632,8.000189459786178
1032,1358.0,973.15,4.0,300.0,0.0325,0.1625,0.6351999999999464,1.3334990213621236,0.3205220122053269,8.000426024679472
1033,1359.0,973.15,4.0,300.0,0.0325,0.2,0.6259999999999474,1.3334959788042702,0.3205217297363643,8.000418202060178
161,233.0,873.15,6.75,300.0,0.0325,0.1625,0.1851999999999959,1.3333858005195274,0.3205153599950394,8.000134912587967
1522,1982.0,1023.15,4.0,300.0,0.0325,0.125,0.4543999999999663,1.3334386568734278,0.3205151074239687,8.000270819735801
2112,2730.0,1073.15,6.75,300.0,0.0325,0.05,0.0396000000000001,1.3333413150580766,0.3205148873308152,8.00002052436482
1031,1357.0,973.15,4.0,300.0,0.0325,0.125,0.6611999999999435,1.3335076953080816,0.3205125567561381,8.000448325861901
1521,1981.0,1023.15,4.0,300.0,0.0325,0.0875,0.5121999999999599,1.333456098562719,0.3205083619321526,8.000315665410193
1030,1356.0,973.15,4.0,300.0,0.0325,0.0875,0.7959999999999287,1.3335543027656445,0.32050763096295,8.000568153306938
1523,1983.0,1023.15,4.0,300.0,0.0325,0.1625,0.4415999999999677,1.3334348869052668,0.32050581025141,8.000261126391337
546,733.0,923.15,4.0,300.0,0.0325,0.1625,0.9858999999999076,1.3336099540227568,0.3205018075066818,8.000711226027299
547,734.0,923.15,4.0,300.0,0.0325,0.2,0.96459999999991,1.3336024139969085,0.320495610277567,8.000691841922984
545,732.0,923.15,4.0,300.0,0.0325,0.125,1.049099999999901,1.3336326227190554,0.3204841703993274,8.000769502575771
65,109.0,873.15,4.0,300.0,0.0325,0.2,1.6227999999998377,1.3337782876381088,0.3204740372879929,8.001143950067005
64,108.0,873.15,4.0,300.0,0.0325,0.1625,1.6824999999998311,1.3337990271702578,0.3204719582044624,8.00119725948487
544,731.0,923.15,4.0,300.0,0.0325,0.0875,1.5268999999998485,1.3338159511542822,0.3204634215357206,8.001240760619655
63,107.0,873.15,4.0,300.0,0.0325,0.125,1.8809999999998093,1.333869515847253,0.3204617620210152,8.001378438281106
2261,2914.0,1073.15,12.25,187.5,0.055,0.2,0.0027999999999999,1.33333430539259,0.3094748247485519,8.000002499579917
2260,2913.0,1073.15,12.25,187.5,0.055,0.1625,0.0027999999999999,1.3333343053929887,0.3094742671245489,8.00000249958093
2259,2912.0,1073.15,12.25,187.5,0.055,0.125,0.0027999999999999,1.3333343053940152,0.3094728295895944,8.000002499583566
2258,2911.0,1073.15,12.25,187.5,0.055,0.0875,0.0027999999999999,1.333334305397621,0.3094677833791889,8.000002499592847
2257,2910.0,1073.15,12.25,187.5,0.055,0.05,0.0027999999999999,1.333334305421511,0.3094343527910291,8.000002499654261
889,1164.0,923.15,15.0,187.5,0.055,0.2,0.0034999999999999,1.3333351158142994,0.3074912335743504,8.000004583518992
888,1163.0,923.15,15.0,187.5,0.055,0.1625,0.0034999999999999,1.3333351158148237,0.307490835737964,8.000004583520333
887,1162.0,923.15,15.0,187.5,0.055,0.125,0.0034999999999999,1.333335115816176,0.3074898101443152,8.000004583523818
886,1161.0,923.15,15.0,187.5,0.055,0.0875,0.0034999999999999,1.33333511582092,0.3074862100195594,8.00000458353601
885,1160.0,923.15,15.0,187.5,0.055,0.05,0.0034999999999999,1.3333351158523543,0.3074623597657547,8.000004583616835
